['বিশ্বে', 'পাগলামি', 'উমর', 'ভুয়ো', 'অপরাধ', 'মণ্ডলের', 'পড়লে', 'ভাইকে', 'লঞ্চ', 'রানওয়ে']
['দুর্ভাগ্য', 'সম্ভ্রম', 'ছেলেটি', 'গ্রহণ', 'দ্বারাই', 'স্বৈরাচার', 'দ্বী', 'দাদাভাই', 'ডাল', 'দলও']
['দেশী', '১৯৯', 'এডি', 'ফ্যান', 'নাস্তিক', 'দামি', '১৯৭', 'দরবারে', 'কাপ', 'বিরোধীরা']
['ধূর্ত', 'জোটের', 'সিদ্দিকী', 'প্লেন', 'ভেবে', 'দোষারোপ', 'গিলে', 'ভুগে', 'রেখেই', 'ইকবালের']
['শাওন', 'ফাকা', 'সামর্থ্য', 'আসসালামু', 'তারুণ্যের', 'উত্তাল', 'আনুশ', 'অদম্য', 'দিব্যি', 'রোমাঞ্চ']
['দোষী', 'পিরামিড', '১৭৬', 'থলে', 'সারাজ', 'অভিজিৎ', 'জাহাজটি', 'রাজকুমারী', 'ঈমানের', 'অপেক্ষাকৃত']
['ধনাত্মক', 'পরিত্যাক্ত', 'আক্রমনাত্মক', 'নিউট্রিয়াল', 'পুরুষাঙ্গ', 'আইনজ্ঞ', 'নস্কর', 'ফ্রেন্ডশিপ', 'ক্রিটিকাল', 'প্রাজ্ঞ']
['নতুন', 'ক্যাপিটাল', 'প্রতি', 'কেন্দ্রীয়', 'সঙ্গে', 'স\u200cঙ্গে', 'যেত', 'আমি', 'তাঁহারা', 'অস']
['নশ্বর', 'দিল্লীশ্বর', 'দক্ষিণেশ্বর', 'জ্ঞানেশ্বর', 'বিশ্বেশ্বর', 'যোগেন্দ্র', 'অ্যাকর্ড', 'অবর্তমান', 'ডুয়েল', 'কমলেশ্বর']
['নিরস', 'কেবলস', 'প্রতিভাস', 'বলস', 'মরিস', 'মনস', 'পালাস', 'মেলেস', 'দিয়াস', 'দেওয়াস']
['মিথ্যা', 'ছল', 'টাউন', 'বলিব', 'বর্ষ', 'তৃণমূলের', 'তিনিও', 'শাসন', 'মারধর', 'অনিন্দ']
['তার', '\u200b\u200bতার', 'রয়্যাল', 'র\u200cয়্যাল', 'শিরা', 'টের', 'দার', 'মাক', 'শক্তিশালী', 'তু']
['৩৫০', '৩৭০', 'ভদ্রতা', 'লেডি', 'দীপা', 'জ', 'টুকরা', 'বসেছেন', 'সাধের', 'দন্ত']
['দিনগুলোর', 'বস্তিতে', 'শুইয়ে', 'বইমেলার', 'বিন্দুমাত্র', 'ফলা', 'কর্মকাণ্ডের', 'সেন্ট', 'লেভেল', 'ডাকসু']
['অনার্স', 'হাদিস', 'মহাজোটের', '♣', 'মেজাজ', 'বৃষ্টির', 'গোছের', 'রুদ্র', 'অনুপ্রেরণা', 'দোয়া']
['চলা', 'হার্ডওয়্যার', 'ইতোমধ্যেই', 'প্রস্তুত', 'পাঁচটি', 'প্রক্রিয়ার', 'লুকানো', 'নির্ভরযোগ্য', 'শীঘ্রই', '৫৩']
['সিনেমার', 'সেসময়', 'পরিবহনের', 'এরকম', 'আপ্রাণ', 'মেট্রোর', 'সমগ্র', 'জগত', 'জমিয়ে', 'বসিয়ে']
['ধনী', 'রক্ষায়', 'সাজাপ্রাপ্ত', 'বলেছিলে', 'সিট', 'শুনেছিলাম', 'বৈধতা', 'অনুভূতিতে', 'একদিন', 'বাড়ল']
['কটা', 'কোনোটাই', 'বক্ষ', 'একটুও', 'সেটিই', 'এটুকু', 'একতলা', 'বটেই', 'দ্যুতি', 'তিতলির']
['সাহস', 'এরকম', 'গাঁথা', 'দিল্লীর', 'সাংঘাতিক', 'রাঃ', 'লির', 'বসিয়ে', 'সেসময়', 'সম্মত']
['নিরাপদ', 'ঝুঁকিপূর্ণ', 'পর্যবেক্ষণে', 'গোলাপি', 'বীর', 'প্রতিনিয়ত', 'শেষমেষ', 'এবছর', 'বর্তমানে', 'বর্তমা\u200cনে']
['ভেজাল', 'পরীক্ষামূলক', 'ট্রান্সপোর্ট', 'রেস্তোরাঁর', 'জুট', 'লুক', 'টিকটিক', 'বোতল', 'শিষ্য', 'হবু']
['পাঞ্জাবের', 'আজকের', 'চারণ', 'রাস', 'স্পর্শকাতর', 'ইজি', 'বাটা', 'কখনো', 'কখ\u200cনো', 'কন্যাকে']
['পুত্রের', 'বসেছিলেন', 'চিকেন', 'জটিল', 'জ\u200cটিল', 'ঘা', 'সাহেবের', 'অফিসারের', 'পাঁচবার', 'অক্টো']
['নেত্রীর', 'ধাক্কায়', 'বইতে', 'গাণিতিক', 'প্রখ্যাত', 'রণ', 'জৈবিক', 'কাহ', 'রান্নার', 'আগমনের']
['ভিজা', 'আস্তা', 'রমিজা', 'জানো', 'শাসা', 'চুকা', 'বাঙালা', 'বানানা', 'কুণ্ঠা', 'জামিলা']
['ব্যাটা', 'টাকাপয়সা', 'কাপ্তাই', 'বেচারা', 'কুমিল্লায়', 'যেটাকে', 'নারায়ণগঞ্জ', 'ব্যবহূত', 'নামিয়ে', 'মুন্সী']
['আঁটসাঁট', 'মচমচে', 'কালীপ্রসন্ন', 'মোহাইমিনুল', 'অনৈচ্ছিক', 'সর্বজনশ্রদ্ধেয়', 'উপঢৌকন', 'উলুধ্বনি', 'সমস্যাসঙ্কুল', 'অজাতশত্রু']
['ভালো', 'ভা\u200cলো', 'পাবলিক', 'ডাক্তারদের', 'পরেছে', 'একদিন', 'প্রজন্ম', 'সিট', 'আছে', 'আ\u200cছে']
['ব্যাংকের', 'ৱ', 'মেখে', 'বুন', 'জলা', 'স্বনামধন্য', 'গণ্ডি', 'বিস্তীর্ণ', 'একবারের', 'প্রচন্ড']
['দিনগুলোর', 'বস্তিতে', 'শুইয়ে', 'বইমেলার', 'বিন্দুমাত্র', 'ফলা', 'কর্মকাণ্ডের', 'সেন্ট', 'লেভেল', 'ডাকসু']
['পোর্ট', 'দামী', 'বাড়ায়', 'জানা', 'সযত্নে', 'লুকিয়ে', 'উপরে', 'আড়ত', 'রোগীর', 'জন্মস্থান']
['অকর্মক', 'আজীবক', 'মূষিক', 'সকর্মক', 'চাণক', 'সংরক্ষক', 'কুত্তক', 'নিপতিত', 'আচ্ছাদক', 'সিদাক']
['চাল', 'ফাঁকি', 'জমি', 'আমাকে', 'খেলাপি', 'শুনব', '৭', 'কিনা', 'ভিলেন', 'মাদারী']
['নেকড়ে', 'সংকীর্ণ', 'বাদশাহ', 'শূণ্য', 'বিরহ', 'লোক', 'মহাজন', 'সাম্প্রদায়িক', 'আপলোড', 'একগাল']
['ভীতু', 'সীমাবদ্ধতা', 'সম্পর্কটা', 'কৌতূহলী', 'ক্ষোভ', 'শুক', 'পথটা', 'আতঙ্কের', 'জমিতে', 'বিরক্তির']
['ভীতু', 'ক্ষোভ', 'সীমাবদ্ধতা', 'শুক', 'রক্ষণশীল', 'পথটা', 'ভারতীয়দের', 'সম্পর্কটা', 'রূপা', 'জমিতে']
['অনুরাগ', 'জাহির', 'দাঁড়ায়', 'খোঁজাখুঁজি', 'রিমান্ড', 'যায়', 'ফেলেন', 'ভেবেছিলাম', 'দেখলেও', 'প্রবীণ']
['অহিংস', 'বিদ্যুৎকেন্দ্র', 'এসেছিলে', 'কামনা', '34', 'একাই', 'বোর্ড', 'সপ্তাহ', 'হবেন', 'ফিরেছে']
['আলস্য', 'ইঞ্চ', 'সুরঞ্জন', 'লিঞ্চ', 'অল্পেশ', 'আজাজ', 'ব্যাণ্ড', 'প্রেয়সী', 'দায়িত্ববান', 'হারমোনিকা']
['মাস', 'আদির', 'ঝিল', 'অজ', 'মূর্খ', 'অপরকে', 'ঘাবড়ে', 'কিনবে', '\u09e4', 'সাদিক']
['ইকবালের', 'বন্দুকযুদ্ধে', 'জোটের', 'ধূর্ত', 'করেই', 'সেটাই', 'রেখেই', 'রিজভী', 'কেরিয়ার', 'ভুগে']
['ইতর', 'গ্রামাঞ্চলের', 'মন্দর', 'সঙ্কর', 'সদার', 'চেনের', 'অর্চনার', 'মর্মর', 'সাতের', 'নিদ্রার']
['শুক', 'ভীতু', 'রক্ষণশীল', 'রূপা', 'একাগ্র', 'সম্পর্কটা', 'জমিতে', 'সুখ', 'পথটা', 'সুসজ্জিত']
['সংকীর্ণ', 'নির্বাচনকে', 'বিনু', 'পাঠক', 'জিতে', 'সাম্প্রদায়িক', 'আপনাদেরকে', 'শরীরটা', 'চাহিয়া', 'তিস্তা']
['ক্ষোভ', 'শোধ', 'বিয়েটা', 'বরাবরই', 'শুনতেই', 'আপনাদেরকে', 'তিস্তা', 'পার', 'স্বচ্ছ', 'পিউ']
['বিয়েটা', 'বরাবরই', 'শোধ', 'আপনাদেরকে', 'তিস্তা', 'ক্ষোভ', 'পার', 'ব্রিটিশদের', 'অপকর্ম', 'ফিজ']
['বরাবরই', 'বিয়েটা', 'তিস্তা', 'আপনাদেরকে', 'শোধ', 'সংকীর্ণ', 'জিতে', 'পাঠক', 'কৈশোর', 'ফিজ']
['উপকারিতা', 'নিকিতা', 'আলাপচারিতা', 'হৃদিতা', 'ইশিতা', 'প্রতিবন্ধিতা', 'নারিতা', 'আয়নীকরণ', 'আদ্রিতা', 'আধুনিকীকরণ']
['বিয়েটা', 'বরাবরই', 'আপনাদেরকে', 'শোধ', 'অপকর্ম', 'ব্রিটিশদের', 'পার', 'তিস্তা', 'ফিজ', 'সংকীর্ণ']
['সংকীর্ণ', 'আপনাদেরকে', 'জিতে', 'বিনু', 'ফিজ', 'তিস্তা', 'বরাবরই', 'কৈশোর', 'পাঠক', 'ইপ']
['কুৎসিত', 'হাস্যকর', 'বাইর', 'সুশীল', 'চাইতেই', 'অপমান', 'বিদেশী', 'ট্রাইব্যুনালে', 'উৎসব', 'লব']
['', '', '', '', '', '', '', '', '', '']
['কৃতজ্ঞ', '৫ম', 'রাখিস', 'ব্যাপক', 'লাইব্রেরী', 'হাসিনাকে', 'বেডের', 'হয়না', 'আম্মুকে', 'বৃহত্তম']
['শোধ', 'বরাবরই', 'বিয়েটা', 'আপনাদেরকে', 'তিস্তা', 'ক্ষোভ', 'দম', 'জলসা', 'কৈশোর', 'ফিজ']
['আপনাদেরকে', 'বরাবরই', 'দম', 'কৈশোর', 'নিচু', 'ফিজ', 'তিস্তা', 'চেপে', 'অগ্রগতির', 'বরঞ্চ']
['শুক', 'সুখ', 'পূর্বা', 'রক্ষণশীল', 'সুসজ্জিত', 'প্রজেক্টের', 'ভীতু', 'শহরকে', 'ফোক', 'টানটান']
['গরিষ্ঠ', 'বরিষ্ঠ', 'ঘোরতর', 'শষ্য', 'বিশিষ্ঠ', 'সন্তষ্ট', 'গুণাঙ্ক', 'শীতলতর', 'উত্পত্তি', 'উত্\u200dপত্তি']
['রয়েছি', 'সার্বজনীন', 'তাকেই', 'হাসাহাসি', 'পশ্চিমে', 'জলাশয়', 'দুজনে', 'ব্যস্ত', 'শুনেও', 'মাঠে']
['কৌতূহলী', 'ভীতু', 'সীমাবদ্ধতা', 'দম', 'জানাব', 'নিচু', 'চেপে', 'হাতছাড়া', 'অগ্রগতির', 'চিন্তায়']
['গঞ্জনা', 'ডালনা', 'কলিনা', 'বেচাকেনা', 'ডায়না', 'পলিনা', 'খরনা', 'মালেনা', 'প্রতারনা', 'কৃষনা']
