['চাচা', '২০১২', 'তৃতীয়', 'পরিত্রাণ', 'মৃত্যুদন্ড', 'সালে', 'সা\u200cলে', '\u200eসালে', 'বাংলাদেশেও', 'বংশধর']
['১৯৮৬', '১৯০৫', 'রহিত', 'বিপক্ষে', 'ব্রহ্মা', 'মৌলবাদী', 'ফাউ', 'পশ্চিমা', 'কাকতাল', 'সিনেটর']
['পাগলি', 'মাইকে', 'শাস্তি', 'অনুরাধা', 'বৈধ', 'চালাকি', 'তৌ', 'মেশিন', 'চাঁদা', 'প্রযোজনা']
['পাগলি', 'শাস্তি', 'অনুরাধা', 'মাইকে', 'চালাকি', 'তৌ', 'বৈধ', 'চাঁদা', 'গুড', 'সস্তায়']
['পাগলি', 'শাস্তি', 'মাইকে', 'অনুরাধা', 'বৈধ', 'চালাকি', 'তৌ', 'মেশিন', 'চাঁদা', 'প্রযোজনা']
['পাগলি', 'মাইকে', 'শাস্তি', 'অনুরাধা', 'বৈধ', 'চালাকি', 'তৌ', 'মেশিন', 'চাঁদা', 'প্রযোজনা']
['পাগলি', 'শাস্তি', 'মাইকে', 'অনুরাধা', 'বৈধ', 'চালাকি', 'তৌ', 'মেশিন', 'চাঁদা', 'প্রযোজনা']
['কমিশনকে', '১৯৮৬', '১৯০৫', 'কাকতাল', 'ধামাচাপা', 'অবসরে', 'সংস্কার', 'অভাবে', 'হয়রানির', 'স্মিত']
['ব্যাগ', '১টা', 'রিপোর্টে', 'আধিকার', 'কমিশনকে', 'সংস্কার', 'জব', 'প্রতিযোগ', 'অস্ত্রোপচার', 'অবসরে']
['আন্দোলন', 'অনুষদ', 'ডায়েট', 'খাদে', 'এক্সপেরিমেন্ট', 'রহিত', 'কর্মে', 'অ্যাকশন', '২১', 'ঘটতে']
['পাগলি', 'মাইকে', 'শাস্তি', 'অনুরাধা', 'বৈধ', 'চালাকি', 'তৌ', 'মেশিন', 'চাঁদা', 'প্রযোজনা']
['পাগলি', 'শাস্তি', 'অনুরাধা', 'মাইকে', 'বৈধ', 'চালাকি', 'তৌ', 'মেশিন', 'চাঁদা', 'সস্তায়']
['পাগলি', 'শাস্তি', 'অনুরাধা', 'মাইকে', 'চালাকি', 'তৌ', 'চাঁদা', 'বৈধ', 'গুড', 'সস্তায়']
['অ্যাকশন', 'হিসাব', 'দিনব্যাপী', 'মাটি', 'ব্যাঘাত', 'পরিপন্থী', 'ঘটতে', 'বাপ', 'সবার', 'কপট']
['বাবা', 'ওয়েস্টার্ন', 'জেলা', 'ভণ্ড', 'প্রেমিক', 'ডাকবে', 'পিএইচডি', 'বাদেই', 'কাজল', 'নাল']
['চাচা', 'অমুসলিম', 'লাগি', 'তৃতীয়', 'পাইলে', 'ওয়ানডেতে', 'ট্রাইব্যুনালে', 'মৃত্যুদন্ড', 'দায়িত্বও', 'দিলে']
['দাদা', 'কোহলি', 'কমরেড', 'সামান্য', 'সোপ', 'ব্যাঙ', 'বাঘের', 'বাবদ', 'জাত', 'আমন্ত্রিত']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'যথারীতি', 'ম্যারেজ', 'মন্দের', 'মেজ', 'ইতিহাস', 'মাসখানেক', 'সংরক্ষণ', 'ফ্রম', 'বিকেলের']
['জেলে', 'ভক্তের', 'জোয়ার', 'পৈশাচিক', 'পিছন', 'দাঁড়ায়', 'ট্রেনে', 'পুলিশ', 'পু\u200cলিশ', 'গোত্র']
['ধোপা', 'মনপা', 'মারপা', 'মেটেপা', 'সুমপা', 'ভাঁপা', 'রোপা', 'সপা', 'শীপা', 'পেঁপা']
['বেদে', 'বালে', 'মঠে', 'কুড়ে', 'লালে', 'নলে', 'বেলুনে', 'কুকুরে', 'ইসে', 'ড্যামে']
['গুরু', 'পড়', 'থাকতেন', 'চিনা', 'ওকে', 'হলুদের', 'যাত্রীদের', 'বিমানবন্দর', 'মাতার', 'সুরু']
['ছেলে', 'ছে\u200cলে', 'সামনে', 'বিবরণী', 'প্ল্যাটফর্মে', 'নেতৃত্বে', 'বাগান', 'নিল', 'আগেও', 'পারলেও']
['বর', 'ব্যবহারকারী', 'জনাব', 'লাখ', 'পায়েল', 'আব্বু', 'ধরলাম', 'চিন্তা', 'একাউন্ট', 'আদিত্য']
['বাদশা', 'ঝড়', 'দীপ্ত', 'রুই', 'রক্তিম', 'ক্ষেপণ', 'কাশ্মীরে', 'হাও', 'আয়ে', 'শ্মশানে']
['কাঙ্গাল', 'নোডাল', 'স্যাম্পেল', 'স্পঞ্জর', 'মুগডাল', 'টাইডাল', 'কুর্টজ', 'দৌর্বল্য', 'জেব্বাল', 'উচ্চকিত']
['বাঘ', 'ধরেছে', 'জোয়ার', 'ফর্সা', 'ভোটার', 'মোর্চা', 'কইতে', 'বিবর্তন', 'তিনজনে', 'জেলে']
['যোগী', 'স্থাপন', 'যাদবপুর', 'মেন', '13', 'আনুমানিক', '১২৯', 'সারাদেশে', 'দুপুরের', 'পরবর্তিতে']
['তেজস্বী', 'স্বকীয়', 'এইনু', 'জন্মলগ্ন', 'শিক্ষাথী', 'ভাগ্নী', 'মতোয়ালী', 'অধিকারিণী', 'আধুনিকমনস্ক', 'আরূঢ়']
['কিশোর', 'অ্যান্টিবায়োটিক', 'খাঁ', 'জং', 'আবাস', 'বয়', 'গিরিশ', 'পতি', 'শ্রাবণের', 'দশটি']
['নর', 'ওয়ার্ন', 'মাইরা', 'অন্য', 'অন\u200d্য', 'উত্থান', 'অস্বাভাবিক', 'গাছটা', 'কমিউনিটির', 'ভদ্রলোকের']
['সুন্দর', 'আরাম', 'এখানেও', 'মুনিয়া', 'ইমো', 'নফল', 'কত', 'চিনি', 'তৃপ্তির', 'ওপর']
['গুণবান', 'রূপবান', 'দায়িত্ববান', 'আদর্শবান', 'সংস্কৃতিবান', 'স্বাস্থ্যবান', 'নীতিবান', 'মগবান', 'অস্তিত্ববান', 'মেজবান']
['পুণ্যবান', 'ধনবান', 'বিত্তবান', 'সামর্থবান', 'রূপবান', 'দয়াবান', 'মেজবান', 'গুণবান', 'মর্যাদাবান', 'ন্যায়বান']
['বুদ্ধিমান', 'রাখে', 'নীল', 'নৃশংস', 'রয়েল', 'রেফারেন্স', 'বিবাদ', 'বাঁধানো', 'বলিয়াই', 'ফলাফলে']
['শ্রীমান', 'জমিদান', 'খারান', 'সোপান', 'জাফরান', 'কিয়ান', 'শাহান', 'আফসান', 'হুনান', 'বলবান']
['হয়', 'হয়েছে', 'নিয়ে', 'হয়ে', 'সময়', 'যায়', 'দিয়ে', 'দেওয়া', 'জাতীয়', 'নয়']
['পাঠক', 'কলিম', 'তিস্তা', 'পনের', 'ভরিয়া', 'চাহিয়া', 'নির্বাচনকে', 'টেস্ট', 'ভেলা', 'অঝোর']
['লেখক', 'কালেকশন', 'ফাংশন', 'রুদ্রের', 'এশিয়ার', 'একদিনের', 'কাটা', '৭০', 'খন্দকার', 'উন্নতির']
['হয়', 'হয়েছে', 'নিয়ে', 'হয়ে', 'সময়', 'যায়', 'দিয়ে', 'দেওয়া', 'জাতীয়', 'নয়']
['খোকা', 'রাখেনি', 'তামিম', 'লকডাউন', 'শপথ', 'দ্বন্দ', 'রাত্রিতে', 'এপ্রিল', 'রূপান্তর', 'দুর্গা']
['ছাত্র', 'বেরোচ্ছে', 'সমিতি', 'ভোটাধিকার', 'উনিশ', 'ছাত্রছাত্রী', 'দারোগা', 'মেয়েটা', 'খাই', 'পুলিশকে']
['শিক্ষক', 'যাইনি', 'হয়নি', 'কইরা', 'আসেননি', 'করেছিস', 'করিতেছি', 'লাগছে', 'দেখেছি', 'করিনি']
['নেতা', 'তুলল', 'থাকিয়া', 'টেরর', 'করত', 'পাড়ে', 'আইটি', 'প্রায়শ্চিত্ত', 'লাগায়', 'তাকাতেই']
['পাগল', 'বক্ষে', '১১১', 'লাইনটা', 'ইতিহাস', 'শীতের', 'ঘোষণ', 'কাঠামো', 'কাঠা\u200cমো', 'আমদানির']
['কনিষ্ঠ', 'বিষয়ক', 'খুচরা', 'ঘুমের', 'শুক্রবারের', '২৪টি', 'অক্ষরের', 'অক্ষ\u200cরের', 'কর্মক্ষেত্রে', 'গলার']
['লোক', 'সাম্প্রদায়িক', 'বিনু', 'গেলে', 'গে\u200cলে', 'ভোটাররা', 'শূণ্য', 'নেকড়ে', 'ভজন', 'সংকীর্ণ']
['শ্রমিক', '194', 'ফালতু', 'তারিক', 'যেতেও', 'দেবো', 'খাজ', 'প্রাইমারি', 'পালিয়ে', 'খুন']
['কনিষ্ঠা', 'মলা', 'শর্মিষ্ঠা', 'সঞ্চিতা', 'মুখা', 'রক্ষিতা', 'পূজারা', 'তালুকা', 'দিব্যা', 'নোটা']
['সালে', 'সা\u200cলে', '\u200eসালে', 'বংশধর', 'দিতেও', 'নির্মল', 'নামে', 'না\u200cমে', 'উদ্যোগ', 'মাহমুদুর']
['কনিষ্ঠা', 'সঞ্চিতা', 'শর্মিষ্ঠা', 'গদা', 'মলা', 'নোটা', 'রিদা', 'রক্ষিতা', 'হরিণা', 'তালুকা']
['', '', '', '', '', '', '', '', '', '']
['কনিষ্ঠা', 'সঞ্চিতা', 'গদা', 'শর্মিষ্ঠা', 'মলা', 'নোটা', 'রিদা', 'হরিণা', 'রক্ষিতা', 'বিজনা']
['ফাউ', 'গাল', 'বাঘ', 'কইতে', 'ধরেছে', 'ট্রেনে', 'গোত্র', 'আসলো', 'জেলে', 'ফর্সা']
['বিবেচন', 'বিপন্নতা', 'জিনতা', 'বৃতি', 'রৌদ্রে', 'গদ্যে', 'কামিনি', 'ডানায়িনি', 'আলাবেদ', 'ইম্পালা']
['পরাজয়ে', 'অধিনে', 'কলহে', 'বাঁশে', 'কর্মকান্ডে', 'রৌদ্রে', 'মহাবিশ্বে', 'খন্ডে', 'বারুদে', 'প্রেসকে']
['কনিষ্ঠা', 'সঞ্চিতা', 'শর্মিষ্ঠা', 'মলা', 'রক্ষিতা', 'তালুকা', 'নোটা', 'মুখা', 'পূজারা', 'গদা']
['সাইদ', 'ডিসেম্বর', 'নামে', 'না\u200cমে', 'নির্মল', 'করিয়ে', 'বংশধর', 'সালে', 'সা\u200cলে', '\u200eসালে']
['আসলো', 'ফকির', 'ট্রেনে', 'শাহর', 'গুনতে', 'পরিস্থিতি', 'সম্প্রদায়ের', 'ফেলেন', 'হিন্দুদের', 'আনছে']
['কনিষ্ঠা', 'সঞ্চিতা', 'গদা', 'শর্মিষ্ঠা', 'নোটা', 'মলা', 'রিদা', 'হরিণা', 'বিজনা', 'সওদা']
