['অ্যাসিস', 'ডেনিস', 'মাতিস', 'ওনান', 'ক্যান্ডিস', 'ম্যারিস', 'ক্যালিস', 'উলিস', 'অ্যাক্সিস', 'মাকিস']
['সমর্থনে', 'লেখো', 'বিশেষজ্ঞ', 'সস্তায়', 'সরকারের', 'দিত', 'ব্যাঘাত', 'ব্যাংকটির', 'তাঁহাকে', '১৯৩']
['অগ্রহণযোগ্য', 'মহামূল্যবান', 'অনির্ভরশীল', 'একান্নবর্তী', 'পুনর্ব্যবহারযোগ্য', 'দায়িত্বজ্ঞানহীন', 'ব্যঞ্জনাময়', 'দোদুল্যমান', 'রাজকর্মচারী', 'অসদাচরণ']
['আসলো', 'শাহর', 'সম্প্রদায়ের', 'ফকির', 'পরিস্থিতি', 'আনছে', 'অধীনে', 'গুনতে', 'রিমান্ড', 'শুনো']
['গাল', 'ফর্সা', 'ফাউ', 'কইতে', 'ধরেছে', 'বিশ্ববিদ্যালয়', 'বাঘ', 'ট্রেনে', 'সুখের', 'আসলো']
['অগ্রহণযোগ্য', 'মহামূল্যবান', 'পুনর্ব্যবহারযোগ্য', 'অনির্ভরশীল', 'এনক্রিপ্টেড', 'দোদুল্যমান', 'একান্নবর্তী', 'ব্যঞ্জনাময়', 'রাজকর্মচারী', 'দায়িত্বজ্ঞানহীন']
['অগ্রহণযোগ্য', 'পুনর্ব্যবহারযোগ্য', 'অনির্ভরশীল', 'এনক্রিপ্টেড', 'মহামূল্যবান', 'একান্নবর্তী', 'দোদুল্যমান', 'ব্যঞ্জনাময়', 'আতিথেয়তা', 'রাজকর্মচারী']
['অগ্রহণযোগ্য', 'পুনর্ব্যবহারযোগ্য', 'ডিসলেক্সিয়া', 'বিষনাশক', 'লোকরঞ্জনবাদ', 'এন্টিমেট্রিক', 'এনক্রিপ্টেড', 'নিউক্লিওসাইড', 'চলৎশক্তিহীন', 'অপরিচ্ছন্নতা']
['অগ্রহণযোগ্য', 'মহামূল্যবান', 'পুনর্ব্যবহারযোগ্য', 'অনির্ভরশীল', 'একান্নবর্তী', 'দোদুল্যমান', 'এনক্রিপ্টেড', 'ব্যঞ্জনাময়', 'রাজকর্মচারী', 'দায়িত্বজ্ঞানহীন']
['ভ্রাতৃত্ববোধ', 'সত্যেন্দ্রনাথ', 'অরাজকতা', 'প্রবাসীকল্যাণমন্ত্রী', 'উচ্ছৃঙ্খলতা', 'অনমনীয়তা', 'বাক্\u200cস্বাধীনতা', 'বাক্স্বাধীনতা', 'বাগ্\u200cবিতণ্ডা', 'বাগ্বিতণ্ডা']
['অগ্রহণযোগ্য', 'পুনর্ব্যবহারযোগ্য', 'এনক্রিপ্টেড', 'অনির্ভরশীল', 'একান্নবর্তী', 'আতিথেয়তা', 'দোদুল্যমান', 'মহামূল্যবান', 'বিষনাশক', 'ব্যঞ্জনাময়']
['অগ্রহণযোগ্য', 'পুনর্ব্যবহারযোগ্য', 'মহামূল্যবান', 'একান্নবর্তী', 'অনির্ভরশীল', 'এনক্রিপ্টেড', 'ব্যঞ্জনাময়', 'দোদুল্যমান', 'রাজকর্মচারী', 'দায়িত্বজ্ঞানহীন']
['ভ্রাতৃত্ববোধ', 'সিনেম্যাটোগ্রাফি', 'ইনোভেশন', 'অপর্যাপ্ততা', 'বিশ্বজনীনতা', 'ব্যাক্টেরিয়াঘটিত', 'দূরদর্শিতা', 'সুনীতিকুমার', 'উচ্চাঙ্গসংগীতের', 'এমিরেটস']
['অগ্রহণযোগ্য', 'মহামূল্যবান', 'পুনর্ব্যবহারযোগ্য', 'অনির্ভরশীল', 'একান্নবর্তী', 'দোদুল্যমান', 'এনক্রিপ্টেড', 'ব্যঞ্জনাময়', 'রাজকর্মচারী', 'দায়িত্বজ্ঞানহীন']
['ধাপ্পাবাজি', 'অস্পৃশ্যতা', 'ট্রান্সককেশিয়া', 'অনমনীয়তা', 'খেত্তারামা', 'ল্যাকটেজ', 'কসমেটিকস', 'বিক্ষুদ্ধ', 'অনুকৃতি', 'সিনেমাটোগ্রাফ']
['অগ্রহণযোগ্য', 'মহামূল্যবান', 'পুনর্ব্যবহারযোগ্য', 'অনির্ভরশীল', 'একান্নবর্তী', 'এনক্রিপ্টেড', 'দোদুল্যমান', 'ব্যঞ্জনাময়', 'রাজকর্মচারী', 'দায়িত্বজ্ঞানহীন']
['সংগঠনটি', 'আক্ষেপ', 'সামনে', 'পায়নি', 'হইতো', 'দেখিলাম', 'ক্ষমার', 'দিয়েছি', 'বিবরণী', 'কাটাচ্ছেন']
['অনমনীয়তা', 'অস্পৃশ্যতা', 'ধাপ্পাবাজি', 'বাক্\u200cস্বাধীনতা', 'বাক্স্বাধীনতা', 'ল্যাকটেজ', 'বাগ্\u200cবিতণ্ডা', 'বাগ্বিতণ্ডা', 'ভ্রাতৃত্ববোধ', 'খেত্তারামা']
['নত', 'জরুরী', 'কতটুকু', 'ঈদুল', 'নির্বিকার', 'হাতিয়ে', 'মনজুর', 'বাস্তবতায়', 'অজু', 'নির্বিঘ্নে']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'শীঘ্র', 'রোমা', 'ক্যাসিনো', 'এটাতো', 'যেগুলো', 'যেগু\u200cলো', 'এইরকম']
['', '', '', '', '', '', '', '', '', '']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'বেষ্ট', 'রোমা', 'শীঘ্র', 'দমবন্ধ', 'ক্যাসিনো', 'স্ট্রাইক', 'স্পীড']
['নত', 'জরুরী', 'কতটুকু', 'ঈদুল', 'হাতিয়ে', 'নির্বিকার', 'বাস্তবতায়', 'মনজুর', 'নারদ', 'নির্বিঘ্নে']
['নত', 'ঈদুল', 'জরুরী', 'কতটুকু', 'হাতিয়ে', 'নির্বিকার', 'বাস্তবতায়', 'নিঃসন্দেহে', 'নারদ', 'মনজুর']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'শীঘ্র', 'রোমা', 'ক্যাসিনো', 'এটাতো', 'যেগুলো', 'যেগু\u200cলো', 'এইরকম']
['সামগ্রিকীকরণ', 'অটিস্টিক', 'বৃক্ষচারী', 'আর্মার্ড', '5000', 'ফুরকান', 'সমূদ্র', 'দুর্গাপুজা', 'অপরিবর্তীত', 'মাহতিম']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'শীঘ্র', 'এটাতো', 'রোমা', 'ক্যাসিনো', 'যেগুলো', 'যেগু\u200cলো', 'এইরকম']
['পর্বতের', 'ভাইয়ের', 'অনে', 'এই', '\u200cএই', 'জানেন', 'মতবাদের', 'দিনভর', 'বান্ধবীদের', 'স্থূল']
['স্যানিটারি', 'তাসামুল', 'জেনেসিও', 'ফ্লোয়েম', 'নিউক্লিয়াসের', 'ওয়াইলস', 'রোডস', 'ফার্নস', 'অ্যাঞ্জেলস', 'র\u200d্যাফট']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'রোমা', 'শীঘ্র', 'ক্যাসিনো', 'বেষ্ট', 'যেগুলো', 'যেগু\u200cলো', 'স্ট্রাইক']
['নত', 'মিশরে', 'অপারগ', 'ঈদুল', 'কামরুল', 'কতটুকু', 'অনিয়ম', 'শ্লোগান', 'হাতিয়ে', 'জরুরী']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'শীঘ্র', 'রোমা', 'ক্যাসিনো', 'এটাতো', 'যেগুলো', 'যেগু\u200cলো', 'বেষ্ট']
['অয়লার', 'ফ্রেড্রিক', 'জিগলার', 'দমবন্ধ', 'অনতি', 'বেষ্ট', 'হুট', 'নড়েচড়ে', 'স্পীড', 'রুদ্ধ']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'রোমা', 'ক্যাসিনো', 'হাসিখুশি', 'যেগুলোর', 'হুট', 'এইরকম']
['নত', 'মিশরে', 'অপারগ', 'ঈদুল', 'কামরুল', 'কতটুকু', 'অনিয়ম', 'শ্লোগান', 'হাতিয়ে', 'জরুরী']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'ক্যাসিনো', 'রোমা', 'হুট', 'এইরকম', 'যেটার', 'ভেতরটা']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'ক্যাসিনো', 'হুট', 'এইরকম', 'সেটি', 'সে\u200cটি', 'রোমা']
['অয়লার', 'গুডস', 'ভেসেছে', 'ফ্রেড্রিক', 'শীঘ্র', 'ক্যাসিনো', 'এইরকম', 'রোমা', 'হুট', 'অসাধারন']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'শীঘ্র', 'রোমা', 'ক্যাসিনো', 'এটাতো', 'যেগুলো', 'যেগু\u200cলো', 'বেষ্ট']
['ঘটক', 'গাধার', 'গি', 'ছাতার', 'শতাব্দীতে', 'শেখা', 'জীবনেও', 'রিকশার', 'ওটার', 'জানতাম']
['তানজিলার', 'প্রারম্ভের', 'মংলার', 'মজিবুরের', 'ক্যাচের', 'সুফিয়ানের', 'তাহিরের', 'এপারের', 'দুবারের', 'ওপাশের']
