['বাগদাদ', 'মিশর', 'সিরিয়া', 'আনাতোলিয়া', 'মেসোপটেমিয়া', 'পারস্য', 'বুখারা', 'খোরাসান', 'আলেপ্পো', 'বসরা']
['ফ্লেমিশ', 'ইতালিয়ান', 'মেক্সিকান', 'উফা', 'ইতেওয়ান', 'কুকি', 'গেলিক', 'ডনবাস', 'হাওয়াইয়ান', 'ফ্রেঞ্চ']
['ইতালিয়ান', 'ফ্লেমিশ', 'স্লোভাক', 'হাঙ্গেরীয়', 'পোলীয়', 'আর্মেনিয়ান', 'মেক্সিকান', 'আলবেনীয়', 'ফ্রেঞ্চ', 'অস্ট্রীয়']
['ইতালিয়ান', 'ফ্লেমিশ', 'স্প্যানিশ', 'পর্তুগিজ', 'স্পেনিশ', 'ইন্দোনেশিয়ান', 'ডাচ', 'স্কটিশ', 'ফ্রেঞ্চ', 'গ্যালিক']
['প্রশাসককে', 'বাহরাইনী', 'ক্রিস্টান', 'ফ্লেমিশ', 'গেলিক', 'পেনকে', 'হালাম', 'নকর', 'এলিমেন্টারি', 'সনাতনবাদী']
['স্প্যানিশ', 'ফ্রেঞ্চ', 'ফ্লেমিশ', 'ইতালিয়ান', 'স্পেনীয়', 'স্পেন', 'ডাচ', 'স্লোভাক', 'স্কটিশ', 'পর্তুগাল']
['ফ্লেমিশ', 'ইতালিয়ান', 'স্কটিশ', 'ফ্রেঞ্চ', 'হাঙ্গেরীয়', 'সুয়েডীয়', 'মেক্সিকান', 'গ্যালিক', 'আইরিশ', 'স্লোভাক']
['ফ্লেমিশ', 'ইতালিয়ান', 'স্কটিশ', 'ফ্রেঞ্চ', 'ফ্লোরেন্স', 'ওরিয়েন্টাল', 'ইটালিয়ান', 'এলিমেন্টারি', 'গেলিক', 'চাইনিজ']
['কুকি', 'ইন্দোনেশিয়ান', 'থাইল্যান্ড', 'মালয়', 'চাইনিজ', 'জাঞ্জিবার', 'ফ্লেমিশ', 'লাওস', 'লাও', 'গুয়াম']
['ইতালিয়ান', 'ফ্লেমিশ', 'আলবেনীয়', 'হাঙ্গেরীয়', 'স্লোভাক', 'আর্মেনিয়ান', 'মেক্সিকান', 'ইন্দোনেশিয়ান', 'রিকান', 'ফিনিশীয়']
['আলবেনীয়', 'ফ্লেমিশ', 'সার্বীয়', 'সাইপ্রিয়ট', 'গ্যালিক', 'ইতালিয়ান', 'বসনিয়ান', 'ক্রোয়াট', 'বার্বার', 'পার্সিয়ান']
['অস্ট্রেলিয়া', 'নিউজিল্যান্ড', 'বার্বাডোস', 'ইংল্যান্ড', 'কুইন্সল্যান্ড', 'তাসমানিয়া', 'অস্ট্রেলীয়', 'নটিংহ্যামশায়ার', 'অস্ট্রেলিয়ান', 'ইয়র্কশায়ার']
['ইতালিয়ান', 'ফ্লেমিশ', 'স্লোভাক', 'হাঙ্গেরীয়', 'ফ্রেঞ্চ', 'আলবেনীয়', 'গ্যালিক', 'অস্ট্রীয়', 'পোলীয়', 'স্লোভেনীয়']
['ফ্লেমিশ', 'গ্যালিক', 'সুয়েডীয়', 'ইতালিয়ান', 'এস্তোনীয়', 'আলবেনীয়', 'গেলিক', 'বাহরাইনী', 'পশতু', 'হাঙ্গেরীয়']
['জালৎসবুর্গ', 'ব্রাজিল', 'এফসি', 'ফ্রেঞ্চ', 'ইন্দোনেশিয়ান', 'আর্জেন্টিনীয়', 'স্লোভাক', 'মেক্সিকান', 'সকার', 'ব্রাজিলীয়']
['ইতালিয়ান', 'ফ্লেমিশ', 'আলবেনীয়', 'গ্যালিক', 'স্লোভাক', 'হাঙ্গেরীয়', 'সাইপ্রিয়ট', 'জর্জিয়ান', 'আর্মেনিয়ান', 'স্কটিশ']
['ইন্দোনেশিয়ান', 'ফ্লেমিশ', 'কুকি', 'ইতালিয়ান', 'দক্ষিণী', 'নেপালী', 'লাও', 'পশতু', 'ইন্দোনেশীয়', 'পার্সিয়ান']
['চীনা', 'চীন', 'ইন্দোনেশীয়', 'মালয়', 'চীনের', 'থাই', 'চৈনিক', 'ইন্দোনেশিয়ান', 'লাও', 'পর্তুগিজ']
['কানাডিয়ান', 'হাওয়াইয়ান', 'ফ্লেমিশ', 'স্কটিশ', 'সিনসিনাটি', 'এলিমেন্টারি', 'কলম্বিয়া', 'সাউদার্ন', 'পেন্সিল্\u200cভেনিয়া', 'ফ্রেঞ্চ']
['ফ্লেমিশ', 'ইতালিয়ান', 'ক্রিস্টান', 'গ্যালিক', 'স্কটিশ', 'গেলিক', 'উফা', 'হালাম', 'বাহরাইনী', 'ইন্দোনেশিয়ান']
['ফ্লেমিশ', 'ইতালিয়ান', 'উফা', 'মেক্সিকান', 'স্কটিশ', 'ইটালিয়ান', 'ফ্রেঞ্চ', 'রিকান', 'স্লোভাক', 'হাঙ্গেরীয়']
['ইংল্যান্ড', 'ইয়র্কশায়ার', 'কেন্ট', 'এসেক্স', 'বার্বাডোস', 'হ্যাম্পশায়ার', 'নটিংহ্যামশায়ার', 'সারে', 'ডার্বিশায়ার', 'ল্যাঙ্কাশায়ার']
['স্প্যানিশ', 'ফ্রেঞ্চ', 'ডাচ', 'ইতালিয়ান', 'ফরাসী', 'ফরাসি', 'স্পেনীয়', 'ফ্লেমিশ', 'ইতালীয়', 'মেক্সিকান']
['স্প্যানিশ', 'জার্মানি', 'স্লোভাক', 'ইতালিয়ান', 'ডাচ', 'পোলিশ', 'ইউক্রেনীয়', 'ফ্রেঞ্চ', 'ইতালীয়', 'ফ্লেমিশ']
['গ্যালিক', 'পার্সিয়ান', 'মায়ান', 'ফ্লেমিশ', 'ফিনিশীয়', 'জর্জিয়ান', 'ফিনিশিয়', 'সাইপ্রিয়ট', 'ইতালিয়ান', 'আসিরিয়ান']
['হাওয়াইয়ান', 'ফ্লেমিশ', 'ইতালিয়ান', 'গেলিক', 'রিকান', 'ফিনিশীয়', 'গ্যালিক', 'এলিমেন্টারি', 'কুকি', 'ক্রি']
['ইন্ডিয়া', 'ইণ্ডিয়া', 'হিন্দুস্থান', 'ইন্ডিয়ান', 'ইন্ডিয়ার', 'ন্যাশানাল', 'অ্যাম্বাস্যাডার', 'বেঙ্গল', 'ট্রামওয়েজ', 'ক্যালকাটা']
['আইরিশ', 'ওয়েলশ', 'ইন্দোনেশিয়ান', 'আয়ারল্যান্ড', 'স্কটিশ', 'তাসমানিয়ান', 'ইংলিশ', 'সাউদার্ন', 'স্লোভাক', 'ব্রাজিলিয়ান']
['সালাফি', 'মুসান্না', 'ইরিত্রিয়ান', 'লেবানীয়', 'পার্সিয়ান', 'জাজিরা', 'ফ্লেমিশ', 'জিহাদি', 'ধর্মপ্রচারক', 'বেদুইন']
['ইতালিয়ান', 'স্প্যানিশ', 'ফ্রেঞ্চ', 'ফ্লেমিশ', 'স্লোভাক', 'হাঙ্গেরীয়', 'ডাচ', 'ইতালীয়', 'মেক্সিকান', 'স্পেনীয়']
['মেরিগোল্ড', 'ম্যাসেডোনিয়ান', 'স্প্যানিশে', 'স্ট্রেইট', 'মাল্টা', 'ইংরাজিতে', 'স্প্যানিস', 'তাগালোগ', 'ল্যাটিন', 'সোয়াহিলি']
['মেক্সিকো', 'কানেটিকাট', 'ক্যানসাস', 'টেক্সাস', 'ফ্লোরিডা', 'কানসাস', 'মেক্সিকোর', 'ওকলাহোমা', 'গুয়াতেমালা', 'উইসকনসিন']
['', '', '', '', '', '', '', '', '', '']
['নেদারল্যান্ডস', 'ডেনমার্ক', 'কানাডা', 'বেলজিয়াম', 'যুক্তরাজ্য', 'সুইডেন', 'ব্রাজিল', 'ইতালি', 'হংকং', 'নরওয়ে']
['নরওয়ে', 'সুইজারল্যান্ড', 'কানাডা', 'ডেনমার্ক', 'ফিনল্যান্ড', 'সুইডেন', 'ফিলিপাইন', 'নেদারল্যান্ড', 'নেদারল্যান্ডস', 'আইসল্যান্ড']
['পেরু', 'ইকুয়েডর', 'বলিভিয়া', 'চিলি', 'ভেনেজুয়েলা', 'মেক্সিকো', 'নিকারাগুয়া', 'ব্রাজিল', 'ডেনমার্ক', 'হংকং']
['পোল্যান্ড', 'ইতালি', 'বেলজিয়াম', 'ফ্রান্স', 'জার্মানি', 'সুইডেন', 'চেকোস্লোভাকিয়া', 'নরওয়ে', 'অস্ট্রিয়া', 'ফিনল্যান্ড']
['পর্তুগাল', 'স্পেন', 'বেলজিয়াম', 'ইতালি', 'ডেনমার্ক', 'সেনেগাল', 'নরওয়ে', 'ফ্রান্স', 'ব্রাজিল', 'নেদারল্যান্ডস']
['ভেলে', 'ফকিং', 'সোলক্যালিবার', 'মলয়ালম', 'আফ্রিকান্স', 'Sirius', 'ভোজপুরি', 'শেল্ফ', 'মেরিগোল্ড', '১৯.০০']
['স্পেন', 'ইতালি', 'পর্তুগাল', 'ফ্রান্স', 'ব্রাজিল', 'বেলজিয়াম', 'জার্মানি', 'সেনেগাল', 'সুইডেন', 'সিসিলি']
['সুইডেন', 'সুইজারল্যান্ড', 'নরওয়ে', 'কানাডা', 'ডেনমার্ক', 'যুক্তরাজ্য', 'ইতালি', 'ফ্রান্স', 'ফিনল্যান্ড', 'জার্মানি']
['সুইজারল্যান্ড', 'সুইডেন', 'কানাডা', 'যুক্তরাজ্য', 'নরওয়ে', 'ডেনমার্ক', 'নেদারল্যান্ডস', 'ফ্রান্স', 'ইতালি', 'অষ্ট্রেলিয়া']
