['চা', 'চি', 'মা', 'চং', 'মাচ', 'ওচ', 'ওচা', 'চাম', 'আচা', 'ঘা']
['যোগী', 'যোগীর', 'যোগীরা', 'যোগে', 'যোগেন', 'যোগেও', 'যোগ্য', 'যোগী', 'যোগের', 'যোগকে']
['তেজস্বীর', 'তেজস্বী', 'তেজস্বিনী', 'দস্তাবেজে', 'আবেস্তা', 'স্বাতীকে', 'আবেস্তীয়', 'সত্যসেবী', 'যাত্রীসেবা', 'ফেরেস্তা']
['কিশোর', 'কিশোরই', 'কিশোরও', 'শিকাগোর', 'কাশমোর', 'শিকোর', 'কিশোর', 'কিশোররা', 'কিশোরটি', 'শিরোপা']
['নর', 'নরা', 'না', 'রন', 'নার', 'নল', 'নরম', 'নব', 'নও', 'নং']
['সুন্দা', 'সুনন্দার', 'সুন্দর', 'সুনন্দা', 'সুচন্দা', 'সুচন্দার', 'সুন্দরি', 'সুন্দরম', 'নরসুন্দা', 'অসুন্দর']
['গুণবান', 'গুণাবলি', 'গুণগান', 'ফুলবাগান', 'গুণমান', 'গুণবাচক', 'গুনাবলি', 'লাগুনা', 'গণমানুষ', 'লোকগণনা']
['পুণ্যবান', 'পান্ডুয়া', 'মুল্যবান', 'পাণ্ডুয়া', 'পান্ডুয়ার', 'গুপ্তায়ন', 'দ্বৈপায়ন', 'ম্যানুকা', 'পান্তুয়া', 'প্ল্যানার']
['বুদ্ধিমান', 'যুদ্ধবিমান', 'যুদ্ধবিমানও', 'বুদ্ধিমানের', 'বুদ্ধিনাথ', 'যুদ্ধবিমানে', 'যুদ্ধবিমানটি', 'যুদ্ধবিমানের', 'বৃদ্ধিপায়', 'ইন্দুমাধব']
['শ্রীমান', 'ব্রুমানা', 'শর্মীমালা', 'জার্মানী', 'জার্মানীর', 'শ্মশানের', 'সম্মানীর', 'শ্রীনাথজি', 'শাম্যানের', 'শ্রীনাথ']
['বিজয়া', 'বিজয়', 'বিজয়ন', 'বিজয়ও', 'বিয়া', 'বিঘায়', 'জিয়া', 'বাড়িটা', 'বজায়', 'বাজেট']
['পাঠাক', 'পাঠক', 'পাঠকও', 'পাঠকই', 'পাঠা', 'পাঠকরা', 'পাঠাব', 'পাঠাল', 'পাঠান', 'পাঠাও']
['লেখক', 'লেখকই', 'লেখকও', 'লেখা', 'লেখান', 'লেখকঃ', 'লেখাল', 'মেখলা', 'লেখিকা', 'লেখাও']
['গায়ক', 'গায়কি', 'জায়গা', 'গাওয়া', 'গায়িকা', 'কায়া', 'ওয়াকা', 'টাকায়ও', 'কায়ও', 'ঢাকায়ও']
['খোকা', 'খোকার', 'খোকন', 'খোকসা', 'গোকাক', 'কোকা', 'লোকা', 'মোকা', 'ঢোকাও', 'বোকা']
['ছাত্র', 'ছাত্তার', 'ছাত্রই', 'ছাত্রও', 'অছাত্র', 'ছাত্ররা', 'মাত্রা', 'ছত্তার', 'কাত্রা', 'হাত্রা']
['শিক্ষিকা', 'শিক্ষক', 'শিক্ষকরা', 'শিক্ষা', 'শিক্ষকও', 'শিক্ষাও', 'শিক্ষিক', 'শিক্ষকই', 'শিক্ষাই', 'শিক্ষার']
['নেতা', 'নেতাই', 'নেতাও', 'নেতার', 'কেনতা', 'বেতনা', 'যেতনা', 'কানেতা', 'হোতা', 'তেনকা']
['পাগলা', 'পাগল', 'পাগলও', 'পাগলি', 'পরাগল', 'নাগপাল', 'পাগান', 'নাগাল', 'জাগপা', 'লাগা']
['কনিষ্ঠা', 'কনিষ্ঠ', 'একনিষ্ঠ', 'নিষ্কাম', 'নিষ্ঠা', 'নিষ্কাষন', 'নিষ্কাশন', 'ঘনিষ্ঠরা', 'নিষ্ঠার', 'কাঠিন্য']
['লোকা', 'লোক', 'লোকই', 'কোলা', 'লোকি', 'লোকও', 'আলোক', 'লোকজ', 'ঢোলক', 'নোলক']
['শ্রমিকরা', 'শ্রমিকও', 'শ্রমিক', 'শ্রমিকই', 'কাশ্মির', 'আশ্রমিক', 'কাশ্মিরি', 'প্রশিকা', 'কার্মিক', 'শর্মিলা']
['বাবা', 'বাবার', 'বাবাই', 'বাবরা', 'বাবাও', 'রাবাব', 'গাবা', 'বামবা', 'বাহবা', 'বাবনা']
['চাচা', 'চাচার', 'চাচাও', 'চামচা', 'চাঁচা', 'চাচাত', 'চাঙা', 'চাচারা', 'নাচা', 'মাচা']
['দাদা', 'দারদা', 'দাদার', 'দাদাও', 'দাদরা', 'নাদা', 'জাদা', 'দাদারা', 'গাদা', 'দারা']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নানার', 'নাজনা', 'নানান', 'ডানা', 'জানা', 'ঘানা', 'জানান', 'ওনানা', 'রানা']
['জেলে', 'জেলেই', 'লেজে', 'জেলের', 'জেলী', 'জেলেও', 'জেহেল', 'ডেলে', 'ছেলে', 'রেলে']
['ধোপা', 'ধোপার', 'ধোনা', 'ধোকা', 'লোপা', 'গোপা', 'পোপা', 'রোপা', 'লোধা', 'জোধা']
['বেদে', 'দেবে', 'গেদে', 'বেদকে', 'বেদের', 'দেবেই', 'ভেদে', 'ছেদে', 'বেদী', 'রোদে']
['গুরু', 'গুরুং', 'গুরুর', 'গুরুই', 'রুগী', 'গুরুরা', 'গোরু', 'গুরো', 'রুরু', 'মুগুর']
['ছেলে', 'ছেলেই', 'মেলছে', 'ছেলের', 'গোলে', 'ফেলছে', 'বলেছে', 'ছেলেও', 'গলেছে', 'গেলে']
['বর', 'বা', 'বরা', 'বার', 'রব', 'বল', 'বং', 'বি', 'বরই', 'বরজ']
['বাদশা', 'বাদশার', 'শাদাব', 'বাদশাহ', 'বাদলা', 'বারাদা', 'রাবাদা', 'শারদা', 'বারদা', 'বাদাল']
['কাঙ্গাল', 'বাঙ্গালা', 'জাঙ্গাল', 'বাঙ্গাল', 'নাঙ্গাল', 'বাঙ্গালার', 'হাঙ্গাল', 'বাঙ্গালি', 'দাঙ্গাল', 'কাতাঙ্গা']
['বাঘ', 'বাঘা', 'বাঘি', 'বাঘও', 'বাঘই', 'বার', 'বাও', 'বাং', 'বিঘা', 'মাঘ']
['যোগী', 'যোগে', 'যোগীর', 'রোগী', 'গোরী', 'ভোগী', 'যোগীরা', 'যোগী', 'যুগী', 'যোগের']
['তেজস্বী', 'তেজস্বীর', 'তেজস্বিনী', 'দস্তাবেজে', 'ফেরেস্তা', 'স্বাতীকে', 'প্রবাসীতে', 'সত্যসেবী', 'আবেস্তীয়', 'প্রেস্তা']
['কিশোর', 'কিশোরই', 'কিশোরও', 'কিশোররা', 'শিকোর', 'কিশোর', 'কিশোরটি', 'শিকাগোর', 'শিরোপা', 'কাশমোর']
['নর', 'রন', 'না', 'নরা', 'নার', 'নং', 'নল', 'নঃ', 'নরি', 'নরম']
['সুন্দা', 'সুন্দর', 'সুন্দরি', 'সুনন্দার', 'সুনন্দা', 'সুচন্দা', 'সুচন্দার', 'সুন্দরম', 'অসুন্দর', 'নরসুন্দা']
['গুণবান', 'গুণাবলি', 'গুণগান', 'গুণমান', 'গুণবাচক', 'লাগুনা', 'ফুলবাগান', 'গুনাবলি', 'অণুধাবন', 'গুণাবলির']
['পুণ্যবান', 'পাণ্ডুয়া', 'পান্ডুয়া', 'রাজপুণ্যাহ', 'গুপ্তায়ন', 'পান্তুয়া', 'পান্ডুয়ার', 'প্ল্যানার', 'পুণ্যলতা', 'ব্র্যানা']
['বুদ্ধিমান', 'বুদ্ধিমানের', 'যুদ্ধবিমান', 'বুদ্ধিনাথ', 'যুদ্ধবিমানও', 'যুদ্ধবিমানে', 'বৃদ্ধিপায়', 'যুদ্ধবিমানের', 'বুদ্ধিনাথের', 'বুদ্ধিটা']
['শ্রীমান', 'শ্রীরাম', 'ব্রুমানা', 'শর্মীমালা', 'জার্মানী', 'গ্রামীন', 'শ্রীনাথ', 'জার্মানীর', 'শ্মশানের', 'শেরম্যান']
['বিজয়া', 'বিজয়', 'বিজয়ন', 'বিজয়ও', 'বিয়া', 'বিঘায়', 'বজায়', 'জিয়া', 'বিজে', 'বাড়ি']
['পাঠাক', 'পাঠক', 'পাঠা', 'পাঠকও', 'পাঠকই', 'পাঠকরা', 'কাঠা', 'পাঠাল', 'পাঠাও', 'পাঠাব']
['লেখক', 'লেখা', 'লেখকই', 'লেখকও', 'লেখাল', 'মেখলা', 'লেখাই', 'লেখকঃ', 'লেখান', 'লেখার']
['গায়ক', 'গায়কি', 'জায়গা', 'কায়া', 'গাওয়া', 'গায়িকা', 'ওয়াকা', 'গোটা', 'গয়াল', 'কায়ও']
['খোকা', 'খোকার', 'কোকা', 'খোজা', 'লোকা', 'মোকা', 'বোকা', 'ঠোকা', 'রোখা', 'রোকা']
['ছাত্র', 'ছাত্তার', 'ছাত্রই', 'ছাত্রও', 'ছাত্ররা', 'ছত্তার', 'অছাত্র', 'মাত্রা', 'হাত্রা', 'যাত্রা']
['শিক্ষা', 'শিক্ষক', 'শিক্ষিকা', 'শিক্ষকরা', 'শিক্ষিক', 'শিক্ষার', 'শিক্ষাও', 'শিক্ষকও', 'শিক্ষাই', 'শিক্ষকই']
['নেতা', 'নেতাই', 'নেতাও', 'নেতার', 'মেতা', 'বেতনা', 'কেনতা', 'যেতনা', 'হোতা', 'জেতান']
['পাগলা', 'পাগল', 'পাগলি', 'পরাগল', 'পাগলও', 'জাগপা', 'লাগা', 'নাগাল', 'গালা', 'পাগান']
['প্রিয়া', 'প্রিয়', 'প্রায়', 'ক্রিয়া', 'প্রিয়ার', 'পুরিয়া', 'প্রিয়তা', 'অপ্রিয়', 'প্রায়ই', 'ট্রিপে']
['লোক', 'লোকা', 'লোকি', 'কোলা', 'লোকই', 'লোকও', 'লোকজ', 'আলোক', 'কোল', 'লোর']
['শ্রমিক', 'শ্রমিকরা', 'শ্রমিকও', 'কাশ্মির', 'শ্রমিকই', 'আশ্রমিক', 'কাশ্মিরি', 'ক্রিমার', 'প্রশিকা', 'কার্মিক']
['বার্নাবাস', 'বাস্তববাদীরা', 'পরাবাস্তববাদ', 'পরাবাস্তববাদী', 'বাস্তববাদ', 'বার্নাবাসের', 'বার্তাবাহী', 'পরাবাস্তব', 'বাম্বারা', 'বাস্তবতাবাদ']
['বাচ্চারা', 'বাচ্চারাও', 'জ্ঞানচর্চার', 'জ্ঞানচর্চা', 'চৌবাচ্চার', 'জ্ঞানচর্চায়', 'চৌবাচ্চায়', 'বিজ্ঞানচর্চা', 'বিজ্ঞানচর্চার', 'সোচ্চার']
['হাদ্দাদি', 'দারিদ্রতা', 'চরসাদ্দা', 'সমাদ্দার', 'বাসিন্দাদের', 'আনদ্রাদা', 'মাদ্রিদিস্তা', 'ওয়াদ্দেদার', 'সমাদ্দারের', 'সারদাপ্রসাদ']
['', '', '', '', '', '', '', '', '', '']
['রান্নাবান্নার', 'রান্নাবান্না', 'সান্তানা', 'তামান্নার', 'তামান্না', 'জান্নাতীরা', 'চান্নাপাতনা', 'মান্নানও', 'মান্নানসহ', 'জান্নাতি']
