['ব্র্গ্যাদ', 'গারুদা', 'বাগদাদ', 'বাগদা', 'ব্রিগ', 'গ্রিড', 'ব্রাগা', 'গড়াইয়া', 'গ্রিডের', 'গজরাজ']
['পুরুষ', 'পুরুষালী', 'পুরুষজাতীয়', 'নারীপুরুষ', 'পুরুষসূক্ত', 'পুরুষঃ', 'পুরুষগণ', 'পুরুষালি', 'পুরুষই', 'পুরুষসূক্তের']
['ছেলের', 'ছেলে', 'ছে\u200cলে', 'ছেলেকে', 'ছেলেটার', 'ছেলেরে', 'ছেলেই', 'ছেলেসন্তানের', 'ছেলেটা', 'বালকের']
['কন্যা', 'কন্যার', 'কন্যাই', 'কন্যাসন্তান', 'কন্যাকে', 'শিশুকন্যা', 'মেয়ের', 'মেয়ের', 'পুত্রবধূ', 'কন্যাও']
['কন্যা', 'কন্যার', 'কন্যাই', 'কন্যাসন্তান', 'কন্যাকে', 'শিশুকন্যা', 'মেয়ের', 'মেয়ের', 'পুত্রবধূ', 'কন্যাও']
['আপু', 'খালা', 'ঠাকুমা', 'বোন', 'বোনের', 'শ্বাশুড়ি', 'ভগিনী', 'কাকা', 'চাচী', 'শাশুড়ি']
['মেয়ে', 'মেয়ে', 'কন্যা', 'বালিকা', 'কন্যাশিশু', 'কন্যাশিশুটি', 'কন্যাসন্তান', 'মেয়ের', 'মেয়েই', 'মেয়ের']
['বোন', 'বোনের', 'আপু', 'বোনটি', 'ভগিনী', 'বোনকে', 'বোনই', 'বোনও', 'ভাইবোন', 'ভাইয়া']
['বোন', 'বোনের', 'আপু', 'বোনটি', 'ভগিনী', 'বোনকে', 'বোনই', 'বোনও', 'ভাইবোন', 'ভাইয়া']
['দিদি', 'দাদীমা', 'ঠাকুমা', 'দাদা', 'শ্বাশুড়ি', 'দিদিমা', 'কাকা', 'নানী', 'দিদিয়ের', 'দাদাভাই']
['বণী', 'বর', 'বরই', 'বী', 'বরা', 'বিরুনী', 'বরে', 'বরও', 'বেণী', 'বেতী']
['স্ত্রী', 'পত্নী', 'স্ত্রীর', 'স্ত্রীই', 'বউ', 'পত্নীর', 'স্ত্রীয়ের', 'বউয়ের', 'স্ত্রীকে', 'বউয়ের']
['রানী', 'রাজারাণী', 'রানীর', 'রানি', 'রাণী', 'রাজকুমারী', 'রাজকন্যা', 'রাজকন্যার', 'রানীকে', 'রানির']
['মহিলা', 'নারী', 'নারীপুরুষ', 'মহিলার', 'মহিলাই', 'মহিলাবিষয়ক', 'নারীবাদি', 'মহিলাবিষয়ক', 'নারীবিষয়ক', 'নারী৷']
['আপু', 'খালা', 'শ্বাশুড়ি', 'বোন', 'কাকা', 'ঠাকুমা', 'শাশুড়ি', 'ভগিনী', 'বোনের', 'শাশুড়ি']
['বোন', 'আপু', 'বোনের', 'ভগিনী', 'বোনটি', 'আপুয়াদা', 'বোনেরা', 'বোনকে', 'বোনও', 'ভগিনীর']
['বোন', 'আপু', 'বোনের', 'ভগিনী', 'বোনটি', 'আপুয়াদা', 'বোনেরা', 'বোনকে', 'বোনও', 'ভগিনীর']
['মাতা', 'মাতাপিতা', 'বাবামা', 'মা', 'মাতৃকা', 'মাতৃ', 'মাতাই', 'মামা', 'মায়ে', 'মাঃ']
['মাতা', 'মাতাপিতা', 'বাবামা', 'মা', 'মাতৃকা', 'মাতৃ', 'মাতাই', 'মামা', 'মায়ে', 'মাঃ']
['দাদীমা', 'দিদি', 'কাকা', 'দিদিমা', 'ঠাকুমা', 'দিদা', 'শ্বাশুড়ি', 'মাতাপিতা', 'নানী', 'শাশুড়ি']
['দাদীমা', 'দিদি', 'কাকা', 'দিদিমা', 'ঠাকুমা', 'দিদা', 'শ্বাশুড়ি', 'মাতাপিতা', 'নানী', 'শাশুড়ি']
['বণী', 'বর', 'বিরুনী', 'বৌমার', 'বরা', 'বুড়িমারী', 'বুড়িমারী', 'বুড়ির', 'বেতী', 'বরই']
['স্ত্রী', 'পত্নী', 'স্ত্রীর', 'বউ', 'স্ত্রীই', 'পত্নীর', 'স্ত্রীয়ের', 'স্ত্রীলোক', 'স্ত্রীরা', 'মাধবী']
['রাজারাণী', 'রাণী', 'রানী', 'রানীর', 'রাজকুমারী', 'রানি', 'রাজকন্যার', 'রাজকন্যা', 'রাণীর', 'রাজকুমারীর']
['মহিলা', 'নারী', 'মহিলার', 'মহিলাই', 'নারীসঙ্গ', 'মহিলাবিষয়ক', 'মহিলা৷', 'নারী৷', 'মহিলাবিষয়ক', 'নারীপুরুষ']
['আপু', 'খালা', 'শ্বাশুড়ি', 'বোন', 'কাকা', 'ঠাকুমা', 'শাশুড়ি', 'ভগিনী', 'বোনের', 'শাশুড়ি']
['বোন', 'আপু', 'বোনের', 'ভগিনী', 'বোনটি', 'আপুয়াদা', 'বোনেরা', 'বোনকে', 'বোনও', 'ভগিনীর']
['বোন', 'আপু', 'বোনের', 'ভগিনী', 'বোনটি', 'আপুয়াদা', 'বোনেরা', 'বোনকে', 'বোনও', 'ভগিনীর']
['মাতা', 'মাতাপিতা', 'বাবামা', 'মা', 'মাতৃকা', 'মাতৃ', 'মাতাই', 'মামা', 'মায়ে', 'মাঃ']
['মাতা', 'মাতাপিতা', 'বাবামা', 'মা', 'মাতৃকা', 'মাতৃ', 'মাতাই', 'মামা', 'মায়ে', 'মাঃ']
['দাদীমা', 'দিদি', 'কাকা', 'দিদিমা', 'ঠাকুমা', 'দিদা', 'শ্বাশুড়ি', 'মাতাপিতা', 'নানী', 'শাশুড়ি']
['দাদীমা', 'দিদি', 'কাকা', 'দিদিমা', 'ঠাকুমা', 'দিদা', 'শ্বাশুড়ি', 'মাতাপিতা', 'নানী', 'শাশুড়ি']
['বণী', 'বর', 'বিরুনী', 'বৌমার', 'বরা', 'বুড়িমারী', 'বুড়িমারী', 'বুড়ির', 'বেতী', 'বরই']
['স্ত্রী', 'পত্নী', 'স্ত্রীর', 'বউ', 'স্ত্রীই', 'পত্নীর', 'স্ত্রীয়ের', 'স্ত্রীলোক', 'স্ত্রীরা', 'মাধবী']
['রাজারাণী', 'রাণী', 'রানী', 'রানীর', 'রাজকুমারী', 'রানি', 'রাজকন্যার', 'রাজকন্যা', 'রাণীর', 'রাজকুমারীর']
['মহিলা', 'নারী', 'মহিলার', 'মহিলাই', 'নারীসঙ্গ', 'মহিলাবিষয়ক', 'মহিলা৷', 'নারী৷', 'মহিলাবিষয়ক', 'নারীপুরুষ']
['রাজকুমারী', 'রাজকন্যার', 'রাজারাণী', 'রাজকন্যা', 'রাজকুমারীর', 'রানীর', 'রাণী', 'রানী', 'রাজবধূর', 'রাজবধূ']
['ছেলে', 'ছে\u200cলে', 'ছেলেমেয়ে', 'ছেলের', 'ছেলেসন্তান', 'ছেলেমেয়ে', 'ছেলেকে', 'ছেলেই', 'ছেলেসন্তানের', 'সন্তান']
['বোন', 'খালা', 'ভাই', 'ভাইয়া', 'খালাতো', 'আপু', 'ভাইয়া', 'ভাইবোন', 'ভাইয়েরা', 'বোনের']
['বোন', 'খালা', 'ভাই', 'ভাইয়া', 'খালাতো', 'আপু', 'ভাইয়া', 'ভাইবোন', 'ভাইয়েরা', 'বোনের']
['বাবামা', 'বাবা', 'বাবাই', 'পিতা', 'বাবার', 'মাতা', 'বাবাকে', 'মাতাপিতা', 'বাবারা', 'পিতৃ']
['বাবামা', 'বাবা', 'বাবাই', 'পিতা', 'বাবার', 'মাতা', 'বাবাকে', 'মাতাপিতা', 'বাবারা', 'পিতৃ']
['দাদা', 'খালা', 'ঠাকুমা', 'দাদীমা', 'দাদু', 'দিদি', 'দাদাভাই', 'দাদুর', 'শ্বাশুড়ি', 'দাদি']
['দাদা', 'দাদুর', 'দাদাভাই', 'দাদু', 'দাচী', 'চাচী', 'দাদাপীর', 'দাদাজী', 'দাদি', 'দাদার']
['নাতি', 'নাতনী', 'নাতনি', 'নাতিরা', 'নাতির', 'নাতনীর', 'খালাসী', 'নাতনির', 'সৎবোন', 'নানী']
['বর', 'বরই', 'বরা', 'বরে', 'বণী', 'বী', 'বয়', 'বরও', 'বরদা', 'বীণ']
['স্বামী', 'পত্নী', 'স্ত্রী', 'স্বামীবাগ', 'স্ত্রীর', 'স্বামীজী', 'স্বামীজীর', 'স্বামীহারা', 'স্বামীই', 'পত্নীর']
['রাজা', 'রাজারাণী', 'রানী', 'রাজসূয়', 'রানীর', 'রানি', 'রাজাই', 'রাজায়', 'বাদশাহ্\u200c', 'বাদশাহ্']
['পুরুষ', 'পুরুষালী', 'পুরুষসূক্ত', 'পুরুষালি', 'পুরুষসূক্তের', 'পুরুষজাতীয়', 'পুরুষালীর', 'পুরুষের', 'পুরুষঃ', 'নারীপুরুষ']
['রাজপুত্র', 'রাজপুণ্যাহ', 'রাজসূয়', 'রাজকন্যা', 'রাজপুত্রের', 'রাজারাণী', 'রাজবধূ', 'রাজকন্যার', 'রাজবধূর', 'বাদশাহ']
['ছেলে', 'ছে\u200cলে', 'ছেলেমেয়ে', 'ছেলের', 'ছেলেসন্তান', 'ছেলেমেয়ে', 'ছেলেকে', 'ছেলেই', 'ছেলেসন্তানের', 'সন্তান']
['ছেলে', 'ছে\u200cলে', 'ছেলেমেয়ে', 'ছেলের', 'ছেলেসন্তান', 'ছেলেমেয়ে', 'ছেলেকে', 'ছেলেই', 'ছেলেসন্তানের', 'সন্তান']
['শান্তভাবে', 'শান্ত', 'শান্তিপূর্ণভাবেই', 'শান্তকে', 'শান্তিপূর্ণভাবে', 'শান্তই', 'নিরিবিলিতে', 'শান্তিতে', 'শিথিলভাবে', 'নিশ্চিন্তে']
['পুরোপুরিভাবে', 'সম্পূর্ণভাবে', 'সম্পূর্ণভাবেই', 'সম্পূর্নভাবে', 'সম্পুর্ণভাবে', 'সম্পূর্ণরুপে', 'সম্পূর্ণরূপে', 'সম্পূর্নরুপে', 'পূর্ণভাবে', 'সম্পুর্ণরূপে']
['গুরুতরভাবে', 'গুরুতরই', 'মারাত্মকভাবে', 'গুরুতর', 'গম্ভীরভাবে', 'কঠোরভাবে', 'তীব্রভাবে', 'কড়াভাবে', 'ভারীভাবে', 'প্রকটভাবে']
['শান্ত', 'শান্তই', 'প্রশান্ত', 'শান্তনুর', 'শান্তর', 'শান্তশিষ্ট', 'শান্তকে', 'সুশান্ত', 'শান্তিময়', 'শান্তিময়']
