['আপু', 'খালা', 'মামাতো', 'ঠাকুমা', 'বোন', 'চাচা', 'আম্মু', 'শ্বাশুড়ি', 'বোনের', 'আম্মুর']
['ছেলে', 'ছে\u200cলে', 'ছেলেকে', 'ছেলের', 'ছেলেমেয়ে', 'ছেলেই', 'ছেলেটা', 'ছেলেবন্ধু', 'ছেলেমেয়ে', 'ছেলেটার']
['বর', 'বরই', 'বরা', 'বরও', 'বরে', 'ব্রা', 'ব্রি', 'বয়ার', 'বয়রা', 'বিরা']
['বাদশা', 'বাদশাকে', 'বাদশার', 'বাদশাহরা', 'বাদশাহো', 'প্রজাপতি', 'বাদশাহ', 'বাদশাহ্\u200c', 'বাদশাহ্', 'রাজহাঁস']
['কাঙ্গাল', 'কাংরা', 'কাংড়া', 'কাগা', 'কাঙাল', 'পাংকাল', 'গঙ্গাচড়া', 'পাঙ্গা', 'কেরালা', 'গঙ্গার']
['বাঘ', 'বাঘও', 'বাঘটি', 'বাঘই', 'বাঘী', 'বাঘি', 'বাঘের', 'বাঘেল', 'বাঘকে', 'বাঘে']
['যোগী', 'যোগীর', 'যোগি', 'যোগীরা', 'যোগিনী', 'যোগীকে', 'যোগীপাড়া', 'যোগিনীর', 'জোয়ি', 'জোয়ির']
['তেজস্বী', 'তেজস্বীর', 'তেজস্বিনী', 'তেজু', 'তেজস', 'তেজস্ক্রিয়', 'তেজুকা', 'তেজুকার', 'হরিপদ', 'তেজ']
['কিশোর', 'কিশোরী', 'কিশোরই', 'কিশোরীকে', 'কিশোরটি', 'কিশোরীর', 'কিশোরীটি', 'কিশোরকে', 'কিশোরের', 'অল্পবয়স্ক']
['নরা', 'নর', 'নারা', 'নার', 'নরের', 'নারে', 'নরি', 'নীরা', 'নলা', 'ন্যাড়া']
['সুন্দর', 'সুন্দরী', 'সুন্দরের', 'সুদর্শন', 'সুন্দরীর', 'সুদৃশ্য', 'সুদর্শনা', 'সুন্দরকে', 'সৌন্দর্যময়', 'সুন্দরীকে']
['গুণবান', 'গুণী', 'গুণকাম', 'গুণীর', 'পুণ্যবান', 'গুণীজন', 'গুণসম্পন্ন', 'গুণবতী', 'গুণগ্রাহী', 'গুণান্বিত']
['পুণ্যবান', 'পুণ্যময়', 'পুণ্যাহ', 'সাধু', 'কুরবান', 'পুণ্যার্থী', 'দেবপ্রিয়', 'গদার', 'গুণবান', 'সাধুর']
['বুদ্ধিমান', 'বুদ্ধিকা', 'বুদ্ধিমতী', 'বুদ্ধা', 'বুদ্ধিজীবী', 'বুদ্ধির', 'বুদ্ধিদীপ্ত', 'বুদ্ধিমতি', 'বিজ্ঞ', 'বুদ্ধিসম্পন্ন']
['শ্রীমান', 'শ্রীরাম', 'শ্রীমা', 'শ্রীরামের', 'শ্রীমদ্', 'শ্রীশ্রীমা', 'শ্রীম', 'শ্রীরামকে', 'শ্রীপ্রিয়া', 'শ্রীমৎ']
['বিজয়', 'বিজয়া', 'বিজয়া', 'বিজয়', 'বিজয়পাত', 'জয়', 'জয়', 'জয়টা', 'বিজয়ও', 'জয়লাভ']
['পাঠক', 'পাঠকই', 'পাঠকারী', 'পাঠকে', 'পাঠকের', 'পাঠকেরা', 'পাঠককে', 'পাঠকরা', 'পড়শিরা', 'পড়শি']
['লেখক', 'লেখকই', 'লেখকের', 'লেখিকা', 'লেখিকার', 'লেখককে', 'লেখকঃ', 'রচনাকার', 'লেখনীকে', 'লেখকও']
['গায়ক', 'গায়ক', 'গায়কোয়াড়', 'গায়কি', 'গায়িকার', 'গায়ককে', 'গায়কীর', 'গায়বী', 'গায়িকা', 'গীতকার']
['খোকা', 'খোকাবাবু', 'বাচ্চাকাচ্চা', 'খোকাকে', 'বাচ্চা', 'বাচ্চাটা', 'শিশুকন্যা', 'খোকার', 'বালকা', 'বাচ্চাটি']
['ছাত্র', 'ছাত্রছাত্রী', 'ছাত্রী', 'শিক্ষার্থী', 'ছাত্রছাত্রীকে', 'ছাত্রই', 'শিষ্য', 'ছাত্রটি', 'ছাত্রছাত্রীর', 'ছাত্রীই']
['শিক্ষক', 'শিক্ষিকা', 'শিক্ষকই', 'শিক্ষকনেতা', 'শিক্ষিকার', 'শিক্ষকের', 'শিক্ষয়িত্রী', 'শিক্ষিকাকে', 'শিক্ষককে', 'শিক্ষকেরা']
['নেতা', 'নেতা৷', 'নেতাকে', 'নেতাকেই', 'নেত্রী', 'নেতাও', 'নেতায়', 'নেত্রীকে', 'নেতাই', 'নেতৃত্বটা']
['পাগলা', 'পাগল', 'পাগলামো', 'পাগলি', 'পাগলপ্রায়', 'পাগলী', 'পাগলু', 'পাগলার', 'উন্মাদ', 'পাগলীর']
['কনিষ্ঠ', 'অল্পবয়স', 'কমবয়সী', 'বাল্য', 'কিশোরী', 'ছোটোভাই', 'নাবালিকা', 'ছোটবোন', 'ছোটর', 'কমবয়সী']
['লোক', 'মানুষ', 'মানুহ', 'মানুষজন', 'লোকজন', 'লোকরা', 'জনমানব', 'মানুষরা', 'মানুষগণ', 'মানুষকে']
['শ্রমিক', 'শ্রমিকই', 'শ্রমিকের', 'শ্রমিককে', 'কর্মী', 'শ্রমিকনেতা', 'শ্রমিকও', 'শ্রমিকগণ', 'শ্রমিকেরা', 'শ্রমিকরা']
['বাবা', 'বাবাই', 'পিতা', 'বাবামা', 'বাবাকে', 'বাবার', 'বাপের', 'পিতৃ', 'পিতাই', 'আব্বস']
['চাচা', 'চাচাতো', 'চাচাও', 'খালা', 'চাচী', 'চাচাত', 'ভাই', 'চাচাতো', 'চাচাকে', 'ভাতিজা']
['দাদা', 'দাদু', 'দাদুর', 'আব্বা', 'দাদাভাই', 'আব্বু', 'আব্বস', 'আদু', 'দাদী', 'বাপের']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'বিবিধতা', 'নানান', 'বৈপরিত্য', 'বিভিন্নতা', 'অশান্তি', 'বিভিন্য', 'ভিন্নতা', 'বিভূতি', 'বিচিত্রতা']
['জেলে', 'জেলেই', 'জেলহাজতে', 'বন্দীত্ব', 'কারাভোগ', 'বন্দীত্বের', 'বন্দিদশায়', 'জেলবন্দী', 'কারাভোগের', 'কারাবন্দি']
['ধোপা', 'ধাবা', 'ধোপাপাড়া', 'ধোওয়া', 'ধোপাঘাটা', 'ধামা', 'ধইঞ্চা', 'ধোবি', 'ধাগা', 'গোছা']
['বেদে', 'কূলে', 'বালুতে', 'ভাদে', 'ভূপৃষ্ঠে', 'ভাটিতে', 'মৃত্তিকায়', 'সমুদ্রপৃষ্ঠে', 'খড়্গে', 'সমুহে']
['গুরু', 'গুরুসদয়', 'গুরুর', 'গুরুপদ', 'ਗੁਰੂ', 'গুরুই', 'গুরুজন', 'গুরুদক্ষিণা', 'গুরুত্ম', 'গুরুজি']
['ছেলে', 'ছে\u200cলে', 'ছেলের', 'ছেলেকে', 'ছেলেমানুষি', 'ছেলেটা', 'ছেলেই', 'পুত্র', 'ছেলেটার', 'ছেলেসন্তান']
['বর', 'বধ', 'বিরহ', 'বরাহ', 'বরা', 'বারা', 'বসরা', 'বীণ', 'ব্ঝাগ', 'বিরা']
['বাদশা', 'বাদশার', 'বাদশাকে', 'বাদশাহো', 'বাদশাহ', 'বাদশাহরা', 'বাদুড়', 'বাদশাহের', 'বাদশাহ্\u200c', 'বাদশাহ্']
['কাঙ্গাল', 'কাঙাল', 'কাংরা', 'কালেঙ্গা', 'কংকা', 'গালানগল', 'হাঙ্গাল', 'ক্যাঙ্গারু', 'কাঙ্গালিনী', 'কঙ্কণা']
['বাঘ', 'বাঘটি', 'বাঘও', 'বাঘই', 'বাঘি', 'বাঘী', 'বাঘবেড়', 'বাঘেল', 'বাঘের', 'বাঘে']
['যোগি', 'যোগী', 'যোগেশ', 'যোগীর', 'যোগিতা', 'যোগেশ্বরী', 'যোগজ', 'যোগিনী', 'যোগাসন', 'যোগীরা']
['তেজস্বী', 'স্পৃশ্য', 'তেজস্ক্রিয়তা', 'তরজমা', 'স্পৃহা', 'তেজস্বিনী', 'দৈন্যদশার', 'জোরজবরদস্তি', 'জবরদস্তি', 'আস্রবণ']
['কনিষ্ঠা', 'নিরুক্তি', 'ঔৎসুক্য', 'নিরবতা', 'নিশিতা', 'অনিত্যতা', 'নিদ্রাহীনতা', 'নিঃসঙ্গতা', 'নির্লিপ্ততা', 'ব্যাকুলতা']
['নর', 'নার', 'নরা', 'নর্ম', 'নারা', 'নল', 'নাকতা', 'নোকতা', 'নরের', 'নর্দমা']
['সৌন্দর্য', 'সৌন্দর্য্যের', 'সুন্দর', 'সৌন্দর্য্য', 'সৌন্দর্যের', 'সুদৃশ্য', 'সুন্দরকাণ্ড', 'সুন্দরের', 'সৌন্দর্য', 'সুদর্শন']
['গুণবান', 'গুণাগুণের', 'গুণসম্পন্ন', 'গুণের', 'কৃতিস্বত্ব', 'গুণাগুণ', 'গুণগ্রাহী', 'গুরত্ব', 'গুণকাম', 'কৃতিস্বত্বের']
['পুণ্যলতা', 'পুণ্যবান', 'ঐশ্বর্য্য', 'ঐশ্বর্য', 'পুণ্যময়', 'কৃতিস্বত্ব', 'দেবত্ব', 'পুষ্পিতা', 'পুণ্যাহ', 'কৃতিস্বত্বের']
['বুদ্ধি', 'বুদ্ধিবৃত্তি', 'বুদ্ধিমত্তা', 'বিজ্ঞতা', 'বুদ্ধিমত্তার', 'মেধাবৃত্তি', 'বুদ্ধিজীবিতা', 'বুদ্ধিমান', 'বুদ্ধির', 'বুদ্ধিমত্তাসম্পন্ন']
['শ্রীমান', 'শ্রীরাম', 'শ্রীরঙ্গম', 'শ্রীনিবাসন', 'শ্রীমদ্', 'শ্রীমৎ', 'শ্রীরামের', 'শ্রীম', 'শ্রীরঙ্গমের', 'শ্রীমন্ত']
['বিজয়', 'বিজয়পাত', 'বিজয়', 'জয়লাভ', 'বিজয়ের', 'বিজয়া', 'জয়লাভ', 'জয়সূর্য', 'পরাজয়', 'জয়']
['পাঠক', 'পাঠকপ্রিয়তা', 'পাঠকের', 'পাঠকারী', 'পাঠকে', 'পাঠকরা', 'পাঠকেরা', 'পাঠকই', 'পাঠকগোষ্ঠীর', 'পাঠকসংখ্যা']
['লেখক', 'লেখকের', 'লেখকই', 'রচনাকার', 'লেখিকার', 'লেখনীর', 'লেখককে', 'লেখকঃ', 'রচনাকারী', 'লেখকেরা']
