['সক্ষম', 'সকর্মক', 'সক্ষমতায়', 'সক্ষমতায়', 'সক্ষমতাও', 'সামর্থ্যই', 'অক্ষ', 'সামর্থ্যে', 'ক্ষমতাই', 'সক্ষমতার']
['খারাপ', 'খারাব', 'খারাপের', 'হারসা', 'খাররাত', 'আগুস্তা', 'দুঃখের', 'অবেস্তা', 'অভীষ্টের', 'খাস্তা']
['নশ্বর', 'অবেস্তা', 'অবেস্তাই', 'খারাপ', 'খারাব', 'নঙ্গারহার', 'নাজীর', 'খাস্তা', 'আগুস্তা', 'নেহার']
['খারাপ', 'খারাব', 'অবেস্তা', 'আগুস্তা', 'অবেস্তাই', 'রেগে', 'খাস্তা', 'দুঃখপ্রকাশ', 'হারসা', 'বিরসা']
['মিথ্যা', 'মিথ্যাও', 'মিথ্যের', 'মিথ্যাচার', 'মিথ্যাভাবে', 'মিথ্যাই', 'মিথ্যে', 'মিথ্যায়', 'মিথ্যাকে', 'মিথ্যাচারে']
['বড়', 'খারাপ', 'বাদুড়', 'বুড়িয়ে', 'রেগে', 'বড়ে', 'বড়ো', 'বুড়া', 'খারাব', 'বড়া']
['খারাপ', 'খারাব', 'সস্তা', 'খারাপের', 'খাস্তা', 'আগুস্তা', 'হারসা', 'দুঃখপ্রকাশ', 'বেদনাহত', 'দুঃখের']
['খারাপ', 'পরিষ্কারক', 'খারাব', 'দুঃখপ্রকাশ', 'পরিষ্কার', 'নিষ্কাম', 'খারাপের', 'বেদনাহত', 'নিষ্কাশিত', 'আগুস্তা']
['খারাপ', 'খারাব', 'খারাপের', 'বেদনাহত', 'দুঃখকে', 'দুঃখপ্রকাশ', 'দুঃখের', 'আগুস্তা', 'খজনক', 'খারাপটা']
['খারাপ', 'খারাব', 'ভারী', 'হারসা', 'খারাপের', 'খাররাত', 'খাস্তা', 'আগুস্তা', 'ভীষণা', 'রেগে']
['খারাপ', 'খারাব', 'খাস্তা', 'আগুস্তা', 'খারাপের', 'রেগে', 'নিষ্কাম', 'দুঃখপ্রকাশ', 'রাগান্বিত', 'গরমে']
['ধনী', 'খারাপ', 'ধনীর', 'ধনীদের', 'খারাব', 'রাগিণী', 'রাগান্বিত', 'দুঃখপ্রকাশ', 'খারাপের', 'রাগিব']
['অবিবাহিত', 'অবিবাহিতা', 'বিবাহিত', 'বিবাহিতা', 'বিবাহবহির্ভূত', 'বিবাহযোগ্য', 'বিবাহযোগ্যা', 'বিবাহবিচ্ছেদ', 'বিবাহোত্তর', 'খারাপ']
['খারাপ', 'খারাব', 'খারাপের', 'হারসা', 'খারগে', 'খাররাত', 'রেগে', 'খাস্তা', 'খারার', 'খারাপও']
['নিরাপদ', 'খারাপ', 'খারাপের', 'নিরাপদে', 'নিরাপত্তাজনিত', 'খারাব', 'দুঃখকে', 'অনিরাপদ', 'দুঃখপ্রকাশ', 'বেদনাহত']
['খারাব', 'খারাপ', 'দুঃখপ্রকাশ', 'আগুস্তা', 'খারাপের', 'বেদনাহত', 'খাস্তা', 'কষ্টার্জিত', 'নিষ্কাশনে', 'ভীষ্ম']
['খারাপ', 'খারাব', 'খারাপের', 'আগুস্তা', 'দুঃখপ্রকাশ', 'খাস্তা', 'ভীষণা', 'খাররাত', 'রেগে', 'হারসা']
['লম্বা', 'লম্বাও', 'খারাপ', 'লম্বায়', 'খারাব', 'খাররাত', 'লম্বাই', 'রেগে', 'খারাপের', 'দৈর্ঘ্য']
['খারাপ', 'দীর্ঘ', 'খারাব', 'দীর্ঘ্য', 'দৈর্ঘ্য', 'বেদনাহত', 'দীর্ঘপথ', 'দীর্ঘায়িত', 'দীর্ঘায়ু', 'খাররাত']
['ভিজা', 'ভাসা', 'ভিজিএ', 'আনুশকা', 'ভিজিয়ে', 'খারাপ', 'ভিজে', 'ভাইরাসে', 'হারিশা', 'ভেসে']
['খারাপ', 'খারাব', 'হারসা', 'খারান', 'পুরু', 'খাস্তা', 'আক্ষা', 'পাপাসি', 'খারাপের', 'শোকে']
['খারাপ', 'খারাব', 'রাগান্বিত', 'কষ্টার্জিত', 'আক্ষা', 'দুঃখপ্রকাশ', 'হারসা', 'আগুস্তা', 'আহরিত', 'নিষ্কাশনে']
['আঁটসাঁট', 'খারাপ', 'খারাব', 'আক্ষা', 'ঘোষণার', 'দুঃখপ্রকাশ', 'লঘুচাপ', 'হারসা', 'বাধারঘাট', 'আক্ষেপে']
['খারাপ', 'খারাব', 'খোলা', 'খোলে', 'খোলাসা', 'খোল', 'হারসা', 'খুলল', 'খুলা', 'খোলায়']
['খারাপ', 'পরিষ্কারক', 'খারাব', 'দুঃখপ্রকাশ', 'পরিষ্কার', 'নিষ্কাম', 'খারাপের', 'বেদনাহত', 'নিষ্কাশিত', 'আগুস্তা']
['খারাপ', 'খারাব', 'দুঃখপ্রকাশ', 'খারাপের', 'দুঃশলা', 'খাররাত', 'হারসা', 'খাস্তা', 'ভীষ্ম', 'বেদনাহত']
['অকর্মক', 'অভাবনীয়', 'অকাদেমী', 'অপ্রাপ্তির', 'অনুষঙ্গী', 'অনর্থক', 'অক্ষতিকর', 'ত্রুটিহীন', 'অনৈক্যের', 'অভাবগ্রস্ত']
['অক্ষম', 'অক্ষতই', 'ক্ষমতাহীন', 'অক্ষমতাজনিত', 'অভাবনীয়', 'অক্ষুণ্ণ', 'অযোগ্যতার', 'বাধাহীন', 'অভাবজনিত', 'অক্ষতিকর']
['অচল', 'অচলা', 'অশক্ত', 'বন্ধকী', 'অঙ্গহীন', 'অশূণ্য', 'অশূন্য', 'অবুদ্ধ', 'দুষ্মন্ত', 'বিচল']
['অচেতন', 'অঙ্গহীন', 'অকুন্ঠ', 'রুচিহীন', 'অনবচ্ছেদ', 'দুষ্মন্ত', 'বন্ধকী', 'বন্ধনহীন', 'ভরহীন', 'অবিশ্রান্ত']
['অনুকূল', 'অনূর্দ্ধ', 'অনুকূলিত', 'তৃনমূল', 'অন্তস্থ', 'অন্তর্হিত', 'অধীন', 'অধীরতামূলক', 'অনুর্দ্ধ', 'কল্পবৃক্ষ']
['অনুরাগ', 'অনুরাগের', 'অনুরাগীর', 'অনুরাগী', 'অনুরাসিরি', 'অনুরক্ত', 'বীক্ষণ', 'অনুবীক্ষণ', 'অনুয়ায়ী', 'আজ্ঞাবাহী']
['অহিংস', 'অহংবোধের', 'অপঘর্ষক', 'ধর্ষকামী', 'অনাবাদি', 'বহির্মুখী', 'সহিংস', 'দুর্নীতিপরায়ণ', 'দ্বৈপায়ন', 'বিপৎসংকেত']
['আলস্য', 'আলহাজ্ব', 'আলাবেদ', 'আলমাজ', 'আলখাল্লা', 'শাবনাজ', 'আলহাজ', 'একাদশ', 'শস্যকে', 'আলতাব']
['আসক্ত', 'বন্ধকী', 'তারযুক্ত', 'পরিপৃক্ত', 'আসক্তির', 'বক্ষবন্ধনী', 'আসক্তি', 'শ্রেণিবদ্ধ', 'অধীনস্ত', 'সিলযুক্ত']
['আস্তিক', 'বন্ধকী', 'বিত্তবান', 'আস্তিক্যবাদী', 'বন্ধী', 'তীক্ষ্ম', 'ত্রস্ত', 'যত্নশীল', 'বৃ্দ্ধি', 'নিরুত্তাপ']
['ইতর', 'ইতিউতি', 'অধীনের', 'অধীত', 'ইতির', 'তরিৎ', 'অতিতের', 'অধি', 'অনন্তের', 'ইতে']
['উচ্চ', 'সৰ্বোচ্চ', 'উচ্চতাপ', 'উচ্চতা', 'উচ্চে', 'উচ্চহার', 'উচ্চচাপ', 'চন্দর', 'তদুর্ধ্ব', 'উচ্চমান']
['উৎকৃষ্ট', 'উৎকৃষ্টতর', 'সন্তুষ্ঠ', 'সর্বোৎকৃষ্ট', 'শ্রেষ্ঠতম', 'ভালভাল', 'শ্রেষ্ঠ', 'সর্বজ্যেষ্ঠ', 'গুণগতমান', 'সতম']
['অতিকায়', 'তাপ্তি', 'অষ্টধাতুর', 'তথাগত', 'অধাতব', 'অতিমাত্রায়', 'অধীনস্থ', 'অধীন', 'অত্যধিক', 'অধীনতাপাশ']
['উন্নত', 'উন্নতিই', 'উন্নততর', 'উন্নিত', 'উন্নতর', 'উন্নতি', 'উন্নতির', 'উন্নতিসাধনে', 'উন্নতিকে', 'উন্নতিতে']
['উন্নতি', 'উন্নতির', 'উন্নতিকে', 'উন্নতিই', 'উন্নতিকরণ', 'উন্নতিটা', 'উন্নতিসাধনে', 'উন্নতিসাধন', 'উন্নত', 'উন্নতিতে']
['উপকারিতা', 'বিধাতা', 'উপকািরতা', 'ভানুমতি', 'আসন্নীকরণ', 'অনুষদটি', 'অধীক্ষকের', 'উপকথার', 'কৌষীতকি', 'মনাকষা']
['উষ্ণ', 'উষ্ণতম', 'উষ্ণতর', 'উষ্ণায়ন', 'উষ্ণায়নের', 'উষ্ণতার', 'গরম', 'উষ্ণশোণিত', 'গরমের', 'উষ্ণতা']
['কচি', 'কুস্তি', 'কুচি', 'চুটকি', 'কাটাখালি', 'কটকী', 'কাচ্চি', 'কুশলী', 'চুকচি', 'কিকুচি']
['কুৎসিত', 'বিষণ্ণ', 'ঘৃণ্য', 'জঘন্য', 'অরুন্ধতী', 'কুৎসা', 'ভয়াবহ', 'গরীব', 'হানিকর', 'অরুণোদয়']
['', '', '', '', '', '', '', '', '', '']
['কৃতজ্ঞ', 'কৃতজ্ঞতাস্বরূপ', 'কৃতজ্ঞতা', 'কৃতজ্ঞতায়', 'কৃতজ্ঞতার', 'কৃতজ্ঞচিত্তে', 'কৃতি', 'কৃতদাস', 'কৃতার্থ', 'কৃতকাজ']
['কোমল', 'কমল', 'কোমলতা', 'ঝলমল', 'কীথ', 'কবুল', 'কুলগাম', 'কমলকে', 'কমাল', 'কোমরে']
['গণ্য', 'যক্ষদের', 'কন্দস্বামী', 'তারকাদের', 'গাঁজনের', 'কন্দৰ্প', 'বস্তুদের', 'গণক', 'যক্ষ্মার', 'স্বজনের']
['খুচরা', 'কঙ্কাবতী', 'বুখারা', 'কুরুচিকর', 'কুতুবের', 'ঝাওরা', 'ঝালর', 'ঝালের', 'কবিগণ', 'কবজ']
['গরিষ্ঠ', 'বরিষ্ঠ', 'কনিষ্ঠ', 'দুর্বোধ্য', 'বর্ধমান', 'এতীম', 'দীপ্ত', 'বেগবতী', 'চারুচন্দ্র', 'অকুন্ঠ']
['খ্যাতি', 'খ্যাতির', 'খ্যাতিমান', 'খ্যতি', 'কুখ্যাত', 'খ্যতিমান', 'খ্যাতিতে', 'খ্যাতিকে', 'স্বনামখ্যাত', 'তারকাখ্যাত']
['খ্যাত', 'খ্যাপ', 'বখ্ত', 'শাক্ত', 'বন্ধকি', 'অকুণ্ঠ', 'লব্ধ', 'শব্দজাত', 'শব্দগত', 'বান্ধ']
