['চাচা', 'চাচাকে', 'আংকেল', 'আঙ্কল', 'নানু', 'আঙ্কর', 'আঙ্কেল', 'চাচাতো', 'মামা', 'মা']
['শিক্ষিকা', 'শিক্ষক', 'শিক্ষকনেতা', 'শিক্ষাদর্শন', 'শিক্ষিকার', 'শিক্ষকতার', 'শিক্ষকের', 'শিক্ষানগরী', 'শিক্ষিকাকে', 'শিক্ষাদান']
['নেতা', 'নেতায়', 'নেতার', 'নেতায়', 'নেতাজীর', 'নেতাজি', 'নেতাজী', 'নেতাকে', 'নেতাও', 'নেতাজির']
['পাগল', 'পাগলা', 'পাগলায়', 'পাগলাটে', 'পাগলার', 'পাগলু', 'পাগলকে', 'পাগলীর', 'পাগলের', 'পাগলামি']
['কনিষ্ঠ', 'শাখায়', 'প্রজা', 'খুরদা', 'খর্বের', 'বাদুরতলা', 'শাখায়', 'তরজা', 'চূড়া', 'নীহার']
['লোক', 'লোকজন', 'মস্ত', 'লোকজন', 'মানটির', 'পরলোক', 'হাওয়া', 'মানুকে', 'যুক্তা', 'বয়ন']
['শ্রমিক', 'শ্রমিকনেতা', 'শ্রমিকের', 'শ্রমিককে', 'শ্রমের', 'শ্রমিকরা', 'শ্রমিকশ্রেণির', 'শ্রমিকদের', 'কর্মবীর', 'চাকুরী']
['বাবা', 'বাবাই', 'পিতি', 'আব্বা', 'বাপের', 'আব্বুর', 'বাবাও', 'বাপা', 'বাবর', 'বাবার']
['চাচা', 'চাচাকে', 'আঙ্কল', 'আংকেল', 'আঙ্কেল', 'আঙ্কর', 'চাচাতো', 'মামা', 'চাচাতো', 'চাচারা']
['দাদা', 'দাদি', 'দাদার', 'দাদন', 'দাদির', 'দাদরি', 'দাদু', 'দাদাজী', 'দাদাভাই', 'দাদীর']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নাজনা', 'নাইনা', 'নানকানা', 'নুনা', 'নুন্দা', 'নান্না', 'নানি', 'য়ানা', 'নিনা']
['জেলে', 'জেলখানায়', 'জেলেই', 'কারাগারে', 'জেলখানায়', 'কারাদন্ডে', 'জেলহাজতে', 'কারাদণ্ডে', 'জেলখানা', 'জেলের']
['ধোপা', 'ঝুড়ির', 'ধোবাউড়া', 'ধোপাঘাটা', 'ভুঁড়ি', 'কলাপাড়া', 'ঝটকা', 'ঝাঁপি', 'কলাপাড়া', 'ধোবাউড়ার']
['বেদে', 'দুর্ভাগাও', 'জালগাঁও', 'লাকড়ি', 'ঝেড়ে', 'ছিঁচকে', 'পীড়নে', 'খোকসা', 'পলাশকে', 'দফাকে']
['গুরু', 'কাড়া', 'হাছুর', 'গুরা', 'ঝাড়ু', 'গওহার', 'মাড়াই', 'করহার', 'গাঁদা', 'গুহায়']
['ছেলে', 'ছেলেরে', 'ছেল', 'ছেলেই', 'ছেলের', 'ছেলেকেই', 'ছেলেকে', 'পুত্রা', 'পুত্রকে', 'পুত্রে']
['বর', 'কাড়া', 'ফাঁড়ি', 'বারখা', 'ভেঁপু', 'গড়ের', 'হরণ', 'রাবণ', 'বইঠা', 'মাড়াই']
['বাদশা', 'বাদশাকে', 'বাদশাহো', 'বাদশাহকে', 'উপদেবতা', 'বাদশাহী', 'বাদশাদের', 'উপাসনালয়ে', 'বাদশাহ', 'উপাসনাকে']
['কাঙ্গাল', 'কাঞ্চী', 'কাঞ্চন', 'কঙ্কালীতলা', 'কোংকা', 'কুঞ্জে', 'করেঙ্গাতলী', 'কান্ধলভি', 'কাঙ্গালিনী', 'কানওয়াল']
['বাঘ', 'বাঘের', 'বাঘায়', 'বাঘি', 'বাঘে', 'বাঘাইছড়ির', 'বাঘটির', 'বাঘার', 'ঘোড়াঘাট', 'বাঘকে']
['যোগী', 'যোগীর', 'যোগিতা', 'যোগদা', 'যোগীকে', 'যোগিনী', 'সমাগমের', 'সহপাঠি', 'যোগজ', 'যোগদেন']
['তেজস্বী', 'তিজাহাজা', 'নৃত্যকলার', 'তরপুরচণ্ডী', 'কুলভূষণ', 'ধ্যানধারণা', 'ইন্দুভূষণ', 'অরণ্যষষ্ঠী', 'নৃত্যধারার', 'নৃত্যকলা']
['কিশোর', 'কারচুপির', 'কুচকাওয়াজের', 'কলাগাছের', 'কুনিপাড়া', 'কুশখালী', 'কচিকাঁচার', 'কিশোরীটির', 'কাব্যরচনা', 'কুহকের']
['নর', 'নার', 'নিরেন', 'নুর', 'নরের', 'নদর', 'নর্দ', 'নুরুর', 'নুনের', 'নির']
['সুন্দর', 'সুন্দরি', 'অসুন্দর', 'সুন্দরকাণ্ড', 'শুভগত', 'সুন্দরম', 'সৌন্দর্যই', 'সুন্দরের', 'সুদর্শন', 'সৌন্দর্যে']
['গুহঠাকুরতা', 'কনিষ্ঠা', 'কলাবতী', 'কলমাকান্দা', 'রুপচাঁদা', 'গুহঠাকুরতার', 'গর্ভজাত', 'কলকাঠি', 'কুলভূষণ', 'কঙ্কাবতী']
['কনিষ্ঠা', 'পুণ্যবান', 'কেনাবেচায়', 'পুণ্যলতা', 'কাব্যরচনা', 'রুপচাঁদা', 'পাকাকরণের', 'রম্যরচনা', 'কাঁচারাস্তা', 'বন্দ্যোপাধ্যায়']
['বুদ্ধিমান', 'বুদ্ধিমানের', 'বুদ্ধিমত্তা', 'বুদ্ধিমতি', 'বুদ্ধিমত্তায়', 'বুদ্ধিমত্তায়', 'বুদ্ধিমত্তার', 'বুদ্ধিদীপ্ত', 'বুদ্ধিগত', 'বুদ্ধিমত্তাকে']
['শ্রীমান', 'শ্রীমদ্', 'শ্রীময়ী', 'শ্রীনগর', 'শ্রীকান্তকে', 'শ্রীমা', 'শ্রীরামকে', 'শ্রীমুখ', 'শ্রীপ্রিয়া', 'শ্রীরামের']
['বিজয়', 'জয়ধ্বজ', 'জয়ধ্বনি', 'জয়ধ্বনী', 'বিজয়ন', 'বিজিতা', 'বিজয়নগরে', 'বিজয়ের', 'বিজয়কে', 'বিজয়গড়']
['পাঠক', 'পাঠকের', 'পাঠকারী', 'পাঠককে', 'পাঠকক্ষ', 'পাঠকদের', 'পাঠকরা', 'পাঠকেরা', 'পাঠকে', 'পাঠিকাকে']
['লেখক', 'লেখিকার', 'লেখকের', 'লিখক', 'লেখিকা', 'লেখকগণের', 'লেখককে', 'লেখিকাদের', 'লেখিকাকে', 'লেখকরা']
['গায়ক', 'গায়িকার', 'গায়িকাকে', 'গায়িকা', 'গানলেখক', 'গায়ত্রী', 'গায়কের', 'সঙ্গীতালোচক', 'সঙ্গীতধারার', 'গায়িকার']
['খোকা', 'গোঁফে', 'খোকন', 'কলাপাড়া', 'গোঁফকে', 'কনিষ্ঠা', 'জাটকা', 'ভুঁড়ি', 'কলাপাড়া', 'কলকাঠি']
['ছাত্র', 'ছাত্রের', 'ছাত্রকে', 'ছাত্রীর', 'ছাত্রছাত্রীর', 'ছাত্রে', 'ছাত্রদের', 'ছাত্রবৃত্তির', 'ছাত্রবৃত্তি', 'ছাত্রজোটের']
['শিক্ষক', 'শিক্ষকের', 'শিক্ষকনেতা', 'শিক্ষকগণের', 'শিক্ষকতার', 'শিক্ষকবৃন্দ', 'শিক্ষিকা', 'শিক্ষিকার', 'শিক্ষাদর্শন', 'শিক্ষককে']
['নেতা', 'নেতার', 'নেতায়', 'নেতাজীর', 'নেতায়', 'নেতাজী', 'নেতাকে', 'নেতাজির', 'নেতাকেই', 'নেতাজি']
['পাগল', 'পাগলা', 'পাগলায়', 'পাগলের', 'পাগলার', 'পাগলাটে', 'পাগলী', 'পাগলামি', 'পাগলকে', 'উন্মাদ']
['প্রিয়', 'প্রিয়তমা', 'প্রিয়তা', 'প্রিয়জন', 'প্রিয়তা', 'প্রিয়কের', 'প্রিয়জনের', 'প্রিয়', 'প্রেমি', 'প্রিয়ন']
['লোক', 'লোকজন', 'লোকটা', 'লোককে', 'লোকটির', 'লোকজন', 'গণ্য', 'পরলোক', 'ব্যক্তি', 'মানুকে']
['শ্রমিক', 'শ্রমিকনেতা', 'শ্রমিকের', 'শ্রমিকশ্রেণির', 'শ্রমিককে', 'শ্রমিকরা', 'চাকুরী', 'কর্মবীর', 'শ্রমিকদের', 'শ্রমের']
['বাবার', 'বাবা', 'বাবামা', 'বাবরের', 'পিতি', 'বাবাই', 'বাপের', 'বাবি', 'পিতানা', 'বাবাও']
['চাচা', 'চাচাকে', 'আঙ্কল', 'আংকেল', 'চাচারা', 'চাচাতো', 'আঙ্কর', 'চাচাদের', 'চাচাতো', 'স্ত্রীলোকের']
['দাদীর', 'দাদি', 'দাদির', 'দাদী', 'দাদাগিরি', 'দাদনের', 'দাদার', 'পরদাদা', 'নাখোদা', 'দাদরি']
['', '', '', '', '', '', '', '', '', '']
['নানা', 'নুন্দা', 'নাদিরা', 'নানগাগওয়া', 'নিনাওয়া', 'নানগাগওয়া', 'নাজনা', 'নানকানা', 'আনাইয়া', 'নিনজারা']
['জেলে', 'জেলখানায়', 'জেলেই', 'কারাদন্ডে', 'কারাগারে', 'কারাদণ্ডে', 'জেলহাজতে', 'কারাগারটিতে', 'জেলখানায়', 'জেলের']
['স্ত্রীপাখির', 'গুপ্তাঙ্গ', 'ত্রিপদী', 'ধোপা', 'বদরুদ্দোজা', 'কুকীর্তি', 'ধলেশ্বরী', 'ঔষধবিদ্যা', 'গুপ্তছড়া', 'কুমারপাড়া']
['বেদে', 'বেদেনী', 'বেদীতে', 'পীরযাত্রাপুর', 'ত্রিপদী', 'পীরজাদা', 'পশ্চাদগামী', 'বাগরাতি', 'অশ্বারোহীর', 'প্রদীপ']
['সৎগুরু', 'গুর্খা', 'গান্ধীনগর', 'গুরু', 'গুরুগ্রাম', 'ভায়াগ্রা', 'গুপ্তু', 'গরখীয়া', 'গরুভর্তি', 'গান্ধীনগরের']
['ছেলেসন্তান', 'ছেলেসন্তানকে', 'ছেলেমেয়ের', 'ছেত্রীকে', 'পুত্রলাভের', 'ছেলেসন্তানের', 'ছেত্রী', 'ছেলেমেয়েকে', 'পুত্রসন্তানকে', 'স্ত্রীলোক']
