['অলীক', 'ভক্ষ্য', 'অলঙ্কৃতা', 'উল্লুক', 'ভবিষ্য', 'ভবিষ্যৎ', 'উল্লেখজনক', 'ভবপ্রীতানন্দ', 'অভেদ্য', 'ফলশ্রুতি']
['কাছে', 'আলো', 'কাছ', 'আকাবা', 'অাছে', 'জানাল', 'আকাবার', 'লাগায়', 'সঙ্কেত', 'সেঁক']
['কাছে', 'অাছে', 'অছে', 'কছে', 'কাছ', 'ছাছি', 'সতু', 'কাছি', 'কয়ে', 'হছে']
['ডান', 'কাছে', 'কাছ', 'দায়ে', 'ঠা', 'অাছে', 'দাঁ', 'কাছিন', 'عَن', 'দ্যান']
['তরুণের', 'যুবদলে', 'তরুণই', 'তরুণ', 'শিশুসেবা', 'তরুণকে', 'বয়েলের', 'বয়েজী', 'তরুন', 'যুবদল']
['অতীত', 'অতীতের', 'অতীব', 'অতীতকে', 'অতীন', 'অতীবাহিত', 'সাবেক', 'অতীষ্ঠ', 'অতীতও', 'পূর্বক']
['অলীক', 'অলক', 'অলাভ', 'লহকর', 'লালজসেক', 'অলমের', 'লাজুক', 'লেংথের', 'ওলীদ', 'অলংকরণ']
['আকর্ষণ', 'আকর্ষনের', 'আকর্ষণে', 'আকর্ষণী', 'আকর্ষণকে', 'আকর্ষণের', 'আকর্ষনে', 'আকর্ষণই', 'আকর্ষন', 'আকর্ষণস্থল']
['আগমন', 'আগমণের', 'আগমণ', 'আগমনকে', 'আগমনের', 'আগোত', 'আসরের', 'আগমনে', 'আগায়', 'বেরে']
['আজ', 'আজকে', 'আজকের', 'এদিন', 'আজকেও', 'আজই', 'আজকালের', 'আজকাল', 'আইদিন', 'আজকেই']
['আদি', 'ইদি', 'আদী', 'আদর', 'যাই', 'আদিতে', 'আউদা', 'আদা', 'আদব', 'আদির']
['আবশ্যক', 'বেরকে', 'আবশ্যিক', 'কশ্যপের', 'বোধহয়', 'ছাড়ি', 'বেরই', 'বাদেই', 'অত্যাবশ্যক', 'দ্বার']
['বেরকে', 'বেরই', 'আস্তুর', 'ছাড়ি', 'আরোহন', 'বেতিলা', 'আরোপ', 'আড়ি', 'আড়ই', 'বেরে']
['আলো', 'আলোর', 'বাতিসা', 'বাতিকের', 'বাতের', 'বাতিস্ত', 'বাতলে', 'আলোচ্য', 'বাতিন', 'বাতির']
['আশীর্বাদ', 'আশীর্বাদের', 'আশীর্বাদধন্য', 'আশীর্বাদস্বরূপ', 'প্রশংসায়', 'আশীর্বাদে', 'প্রশংসাই', 'প্রশংসা', 'করুণাকণা', 'প্রশংসাও']
['ইচ্ছুক', 'বেরকে', 'ইচ্ছার', 'ইচ্ছাশক্তি', 'ইচ্ছের', 'ইচ্ছাপুর', 'ইচ্ছাটি', 'আস্তুর', 'ইচ্ছাপত্র', 'ছাড়ি']
['ইহকাল', 'পুরাণের', 'দৈব', 'প্রাত', 'মেয়াদকাল', 'সমকাল', 'পুরাণকে', 'বাল্যকাল', 'সপ্রাণ', 'পুরাণ']
['উত্তর', 'উত্তরও', 'উত্তরই', 'উত্তরেও', 'উত্তরখান', 'উত্তরটা', 'উত্তরণ', 'উত্তরের', 'উত্তরটি', 'উত্তরোত্তর']
['', '', '', '', '', '', '', '', '', '']
['উত্থান', 'উত্থানের', 'উতপন্ন', 'উত্ত', 'উঠিয়া', 'পরিসরে', 'উৎক্ষেপন', 'উঠতি', 'উঠতেন', 'উঠতাম']
['বেরকে', 'উদয়', 'ছাড়িয়ে', 'খোঁদাই', 'বাইত', 'উচ্ছেদের', 'আস্তুর', 'দিরাইয়ে', 'ছাড়', 'বেরই']
['অতিবৃষ্টি', 'বেরকে', 'দূর্ধর্ষ', 'দূষ্প্রাপ্য', 'অতিবৃষ্টির', 'অচ্ছিন্ন', 'প্রত্যন্ত', 'তৃপ্তি', 'উচ্ছেদের', 'প্রত্ন']
['উজান', 'উজানের', 'উজানে', 'উসমান', 'উসাইন', 'অসেন', 'অাসেন', 'ওশেন', 'উজানি', 'উসেইন']
['উৎরাই', 'বেরকে', 'বেরে', 'উৎরে', 'বেরিয়ে', 'বেরই', 'বের', 'বেতিলা', 'অপুর', 'উৎক্ষেপ']
['উত্তীর্ণ', 'দূর্ধর্ষ', 'প্রত্যন্ত', 'দূর্বার', 'উচ্ছেদের', 'সূক্ষ্ণ', 'তাড়িত', 'পরাক্রান্ত', 'চৌদ্দতম', 'উত্তীর্ন']
['', '', '', '', '', '', '', '', '', '']
['ঊষা', 'বেরকে', 'মাড়াই', 'খওয়া', 'ধাগা', 'দোষ', 'বহল', 'বেরই', 'খরচে', 'তুণ্ড']
['একাল', 'বেরকে', 'একালের', 'বেরই', 'তাড়াইল', 'অপুর', 'তালাকে', 'বিকল', 'তাড়া', 'অতিতের']
['', '', '', '', '', '', '', '', '', '']
['এখন', 'এখনো', 'এখনে', 'এখনের', 'এখনকার', 'বাইরে', 'সখনো', 'এখনেই', 'এখনি', 'বেরে']
['কল্পনা', 'কল্পনাকে', 'কল্পনার', 'কল্পনাও', 'কল্পনাই', 'ভাবাদর্শ', 'কল্পনাশক্তি', 'রূপকল্পনা', 'ভাবের', 'ভাবখানা']
['কুমেরু', 'খুররম', 'কুম্ভের', 'কুমিরের', 'কুমারও', 'কুমারের', 'খুররাম', 'কুমারার', 'কুমকুম', 'খালের']
['ক্ষণস্থায়ী', 'প্রত্যন্ত', 'দূর্ধর্ষ', 'ক্ষীর', 'অচ্ছিন্ন', 'অগ্রাহ্য', 'উচ্ছেদের', 'বেরকে', 'দূষ্প্রাপ্য', 'অগ্রহায়ণ']
['কৃষ্ণাঙ্গ', 'কৃষ্ণাঙ্গদের', 'কালো', 'কৃষ্ণার', 'কৃষ্ণচূড়া', 'কালুর', 'কৃষ্ণসারের', 'কালোরা', 'কালোকে', 'কৃষ্ণাদের']
['ঘৃণা', 'ঘৃণাকে', 'ঘৃণায়', 'ঘৃণার', 'ঘৃনা', 'ঘৃণাবোধ', 'ঘৃণাও', 'ঘৃণায়', 'ঘৃণানির্ভর', 'ঘৃণাভরে']
['গোপন', 'গোপনের', 'তপ্ত', 'গুপ্ত', 'বেরকে', 'গোপনে', 'বাইচের', 'গোলাপি', 'বাগধারার', 'গোপনীয়তার']
['গুপ্ত', 'উচ্ছেদের', 'পলাশি', 'খালাফের', 'উচ্ছেদ', 'বাইচের', 'পলাশীর', 'খসরুর', 'তাড়িত', 'উৎক্ষিপ্ত']
['গ্রহণ', 'গ্রহণকে', 'গ্রহণের', 'গ্রহণে', 'গ্রহাণুর', 'গ্রহনে', 'বেরকে', 'আস্তুর', 'গ্রহাণু', 'অগ্রহায়ণ']
['গ্রাম্য', 'গ্রাহ্য', 'গ্রুম', 'গ্রামছাড়া', 'গ্রায়েম', 'গ্রাহাম', 'গ্রমের', 'গ্রিম', 'গ্রামাঞ্চল', 'গ্রিগর']
['চলিত', 'তালাতের', 'তালাত', 'বেরকে', 'খালে', 'বাইত', 'ছাড়িয়ে', 'খোটে', 'যেচে', 'তালাশ']
['জন্ম', 'জন্মু', 'জন্মাত', 'জন্মের', 'জন্মদান', 'জন্মায়', 'জন্মান', 'জন্মকে', 'জন্মানো', 'জন্মাল']
['জরিমানা', 'জরিমানার', 'জরিমানাসহ', 'ব্যাতিক্রম', 'ব্যাতিক্রমী', 'জরিমানাও', 'ব্যাতীত', 'নিষিক্ত', 'শাস্তির', 'নিষাদের']
['জলে', 'জলেতে', 'জলেও', 'বেরকে', 'জলাবন', 'জলেই', 'জলঢুপ', 'জলঢাকা', 'জলের', 'জলাশয়ে']
['জোয়ার', 'জোয়ার', 'জোয়ারের', 'জেওর', 'জোগাতেন', 'জলার', 'জায়ার', 'জাপার', 'জোয়ারে', 'জাগার']
['দুর্লভ', 'দূর্লভ', 'বিরল', 'বিন্দুমাত্র', 'দূরতম', 'আজব', 'দূর', 'বিরহ', 'স্বল্প', 'দূর্বা']
['তিরস্কার', 'তিরস্কারের', 'আউশকান্দি', 'তৃপ্তি', 'তৃপ্তিকে', 'কেলেঙ্কারির', 'খালাফের', 'উচ্ছেদের', 'আস্তিনের', 'ধাক্কাধাক্কির']
['তুষ্ট', 'বেরকে', 'তুষ্টি', 'উচ্ছেদের', 'প্রত্যন্ত', 'বেতিসে', 'বেহালায়', 'তুষ্টির', 'বেজায়', 'তাড়িত']
['দিবা', 'দিবি', 'দিবে', 'দিস', 'দেকে', 'দিত', 'বেরকে', 'দিযে', 'দিব্যা', 'দিবর']
['দিবস', 'দিবর', 'দিন', 'দিনের', 'দিবসের', 'দিবার', 'দিনশা', 'দিনহাটা', 'দিনমান', 'দিনকর']
['দীর্ঘায়ু', 'দৈর্ঘ্যর', 'দীর্ঘায়ু', 'দীর্ঘদেহী', 'দৈর্ঘ্য', 'দীর্ঘায়ন', 'দীর্ঘদেহের', 'দীর্ঘপথ', 'দীর্ঘমেয়াদি', 'সুদীর্ঘকাল']
['দূর', 'দূরের', 'দূরে', 'দূরেও', 'দূরতম', 'বাইরে', 'বেরকে', 'দূরই', 'দূরেই', 'দূরবর্তি']
['দেনা', 'দেওন', 'দাওনা', 'দিনি', 'দেন', 'দেকে', 'দিতেন', 'দেব', 'দিবে', 'দেবা']
['নিঃশ্বাস', 'নিঃশ্বাসের', 'নিঃশ্বাসে', 'শ্বাস', 'শ্বাসের', 'শ্বাসন', 'শ্বাসরোধে', 'শ্বাসকার্য', 'শ্বাসপ্রশ্বাস', 'শ্বাসগ্রহণ']
['নির্দিষ্ট', 'নির্দিষ্টতা', 'সুনির্দিষ্ট', 'বিশিষ্ট', 'নিদিষ্ট', 'বৈশিষ্টগত', 'বৈশিষ্ট্যময়', 'নির্দিষ্টভাবে', 'বিশেষ্যর', 'বৈশিষ্ট']
['ন্যায়', 'ন্যাশ', 'যাহার', 'অর্হৎ', 'বেধে', 'বেরকে', 'ন্যাশকে', 'তালাকে', 'অরুণকে', 'ন্যাড়া']
['পূর্ণিমা', 'পূর্ণের', 'পূর্ণিমার', 'পূর্ণা', 'পরিপূর্ন', 'পূর্ণতর', 'পূর্ণাঙ্গ', 'পূর্ণচ্যুতি', 'পূর্ণিমাকে', 'পূর্ণতার']
['প্রসারণ', 'বেরকে', 'উচ্ছেদের', 'বারপাড়া', 'ছাড়িয়ে', 'প্রসারণে', 'প্রদর', 'খোঁড়ার', 'আস্তুর', 'ছাড়াল']
['বক্তা', 'বহরের', 'বক্তাই', 'বাহের', 'বক্র', 'বক্করকে', 'বক্তাকে', 'বক্তারপুর', 'বক্রের', 'বাহকের']
