['গরিবি', 'গরীবুল্লাহ', 'গরিবপুরের', 'গরিবের', 'গ্রীব', 'গেরী', 'গরিবপুর', 'গরিবুল্লাহ', 'সবুজবাগের', 'বাগদাদীর']
['উন্নত', 'উন্নতর', 'উন্নততর', 'উন্নতিই', 'উন্নিত', 'উন্নতি', 'উন্নতির', 'উন্নতিতে', 'উন্নতিটা', 'উন্নয়ণ']
['জেনারেট', 'জেনারেটেড', 'জেনারেটর', 'জেনারেশন', 'জেনারেশনের', 'জেনারেটিং', 'জেনেরাল', 'জেনারেলের', 'জেনারেলে', 'জেনারাল']
['বাড়তে', 'বাড়ত', 'বাড়তেই', 'বাড়ে', 'বাড়তি', 'বাড়িয়ে', 'বাড়বে', 'বাড়িয়ে', 'বাড়াতে', 'বাড়ায়']
['জাম্প', 'জাম্পে', 'জাম্পা', 'জাম্পের', 'জাম্বু', 'জাম্বো', 'জাম্বি', 'জাম্পাকে', 'জাম্পিং', 'গাম্প']
['খেলা', 'খেলে', 'খেলবা', 'খেলাই', 'খেলতেন', 'খেলত', 'খেলানো', 'খেলায়', 'খেলান', 'খেলতো']
['ভবিষ্যদ্বাণী', 'ভবিষ্যদ্বাণীগুলি', 'ভবিষ্যদ্বাণীগুলির', 'ভবিষ্যদ্বাণীতে', 'ভবিষ্যদ্বাণীর', 'ভবিষ্যদ্বাণীগুলো', 'ভবিষ্যদ্বাণীকে', 'ভবিষ্যদ্বাণীও', 'ভবিষ্যদ্বানী', 'ভবিষ্যদ্বাণীপূর্ণ']
['গান', 'গানই', 'গানা', 'গানি', 'গ্তান', 'গাউন', 'গানের', 'গাইন', 'গানকে', 'গোন']
['সাঁতার', 'সাঁতারের', 'সাঁতারে', 'সাঁতগাও', 'সাঁতারুর', 'সাঁতরা', 'সাঁতরাতে', 'সাঁতারুই', 'সাঁতাহার', 'সাঁতরে']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['কোডেড', 'কোডিং', 'কোড', 'কোডে', 'কোডেক', 'কোডের', 'কোডাক', 'কোডও', 'কোডন', 'কোডেক্স']
['লেখে', 'লেখায়', 'লেখা', 'লেখাকে', 'লেখনিতে', 'লেখাটিতে', 'লেখি', 'লেখতে', 'লিখনে', 'লেখালিখিতে']
['অস্ট্রেলিয়ান', 'অস্ট্রেলিয়ার', 'অস্ট্রেলীয়ার', 'অস্ট্রেলিয়ান', 'অস্ট্রেলিয়ানের', 'অস্ট্রেলিয়ার', 'অস্ট্রেলিয়ানদের', 'অস্ট্রেলিয়াই', 'অস্ট্রেলিয়াও', 'অস্ট্রেলিয়']
['অস্ট্রিয়ান', 'অস্ট্রিয়ার', 'অস্ট্রেলিয়ান', 'অস্ট্রেলিয়ার', 'অস্ট্রেলিয়ান', 'অস্ট্রিয়ান', 'অস্ট্রেলীয়ার', 'অস্ট্রেলিয়ার', 'অস্ট্রেলিয়ানের', 'অস্ট্রেলীয়']
['বেলারুশ', 'বেলারুশের', 'বেলারুশীয়', 'বেলারুশিয়ান', 'বেলারুশে', 'বাংলাদশ', 'বাংলাবিদ', 'বলীয়ান', 'বঙ্গীয়', 'যুবভারতী']
['ব্রাজিল', 'ব্রাজিলই', 'ব্রাজিলিয়ান', 'ব্রাজিলিয়ানের', 'ব্রাজিলিয়ানই', 'ব্রাজিলীয়', 'ব্রাজিলেরই', 'ব্রাজিলিয়ানকে', 'ব্রাসিল', 'ব্রাজিলিয়ান']
['কম্বোডিয়ান', 'কম্বোডিয়ার', 'কম্বোডিয়ার', 'ক্যাম্বোডিয়ার', 'কম্বোডিয়া', 'কম্বোডিয়ায়', 'কম্বোডিয়া', 'কাম্বোডিয়া', 'ক্যাম্বোডিয়া', 'কম্বোডিয়াকে']
['চীন', 'চীনের', 'চীনা', 'চীনই', 'চীনাদের', 'চাইনিজ', 'চীনেই', 'চীনার', 'চীনারাই', 'চীনারা']
['কলম্বিয়ান', 'কলম্বিয়ান', 'কলম্বিয়ার', 'কলম্বীয়', 'কলম্বিয়ার', 'কলম্বিয়া', 'কলম্বিয়', 'কলম্বিয়ানদের', 'কলম্বিয়াও', 'কলম্বিয়া']
['ডেনমার্ক', 'ডেনমার্কের', 'ডেনড্রাইটিক', 'ডেনমার্ককে', 'ডেনড্রাইট', 'ডেনেটের', 'ডেনড্রাইটের', 'ডেনভার', 'দিনেমার', 'ডেনিশদের']
['ফ্রান্জ', 'ফ্রেঞ্চ', 'ফ্রান্স', 'ফ্রান্সের', 'ফ্রান্সো', 'ফ্রেঞ্চরা', 'ফ্রান্সই', 'ফ্রাঞ্চাইস', 'ফ্রান্সজুড়ে', 'ফ্রান্সকে']
['জার্মান', 'জার্মানি', 'জার্মানের', 'জার্মানিই', 'জার্মানী', 'জার্মানকে', 'জার্মানিকে', 'জার্মানির', 'জার্মানিও', 'জার্মানীর']
['আইসল্যান্ড', 'আইসল্যান্ডীয়', 'আইসল্যান্ডিক', 'আইসল্যান্ডের', 'আইসল্যান্ডকে', 'আইল্যান্ডের', 'আইল্যান্ড', 'আইল্যান্ডসের', 'আইল্যান্ডস', 'আইল্যান্ডসে']
['ইন্ডিয়ান', 'ইন্ডিয়ার', 'ইন্ডিয়ান', 'ইন্ডিয়ার', 'ইন্ডিয়াম', 'ইন্ডিয়া', 'ইন্ডিয়াস', 'ইন্ডিয়ানা', 'ইন্ডিয়ান্স', 'ইন্ডিয়ানস']
['আয়ারল্যান্ড', 'আয়ারল্যান্ডীয়', 'আয়ারল্যান্ডের', 'আয়ারল্যান্ডকে', 'আয়ারল্যান্ড', 'আয়ারল্যান্ডের', 'আয়ারল্যান্ডকে', 'আইসল্যান্ডিক', 'আইল্যান্ডের', 'আইল্যান্ডসের']
['ইজরায়েল', 'ইজরাইল', 'ইসরাইলী', 'ইজরাইলের', 'ইসরায়েল', 'ইসরায়েলের', 'ইস্রায়েল', 'ইসরাইলি', 'ইসরাইলের', 'ইসরায়েলি']
['ইতালী', 'ইতালি', 'ইতালিয়ানো', 'ইতালিয়ান', 'ইতালির', 'ইতালিয়ান', 'ইতালীর', 'ইতালিয়ার', 'ইতালীয়', 'ইতালিও']
['জাপান', 'জাপানির', 'জাপানী', 'জাপানই', 'জাপানি', 'জাপানিদের', 'জাপানীজ', 'জাপানের', 'জাপানিজ', 'জাপানিজদের']
['কোরিয়ান', 'কোরিয়ান', 'কোরিয়ার', 'কোরিয়ার', 'কোরিয়', 'কোরিয়া', 'কোরিয়াও', 'কোরীয়দের', 'কোরিয়া', 'কোরিয়ানরা']
['ম্যাসেডোনিয়ান', 'ম্যাসেডোনিয়ার', 'ম্যাসেডোনিয়া', 'মেসিডোনিয়ান', 'ম্যাসিডোনিয়ার', 'ম্যাসেডোনিয়ানদের', 'ম্যাসেডোনীয়', 'মেসিডোনিয়ার', 'মেসিডোনিয়ার', 'ম্যাসিডোনিয়া']
['মাল্টা', 'মাল্টায়', 'মাল্টিজ', 'মাল্টি', 'মাল্লাদের', 'মালতীর', 'মালতো', 'মেলায়ু', 'মাল্টায়', 'মলদ্বারের']
['মেক্সিকানের', 'মেক্সিকান', 'মেক্সিকোই', 'মেক্সিকো', 'মেক্সিকার', 'মেক্সিকোর', 'মেক্সিকোয়', 'মেক্সিকীয়', 'মেক্সিকানদের', 'মেক্সিকোয়ের']
['মলদোভা', 'মলদোভার', 'মলদোভীয়', 'ম্লাদিচের', 'মালদ্বীপ', 'মালদ্বীপের', 'মালদুয়ার', 'মালদ্বীপে', 'মালদ্বীপকে', 'মালগুডি']
['নেদারল্যান্ড', 'নেদারল্যান্ডসকে', 'নেদারল্যান্ডসের', 'নেদারল্যান্ডীয়', 'নেদারল্যান্ডস', 'নেদারল্যান্ডের', 'নেদারল্যান্ডসে', 'নেদারল্যান্ডকে', 'নেদারল্যান্ডে', 'নেদারল্যান্ডসভিত্তিক']
['নরওয়ে', 'নরওয়ের', 'নরওয়ের', 'নরওয়ে', 'নরউইচে', 'নরওয়েজিয়ান', 'নরওয়েকে', 'নরউইচের', 'নরওয়েতে', 'নরওয়েতে']
['পেরু', 'পেরুর', 'পিরু', 'পেরুকে', 'পেরো', 'পেরির', 'পেরুমল', 'পেরুল', 'পেরেক', 'পারুলের']
['পোল্যান্ড', 'পোল্যান্ডের', 'পোল্যান্ডকে', 'পোল্যান্ডে', 'পোলান্ডের', 'পোলিশদের', 'পোলীয়', 'পোলিশ', 'বোল্যান্ড', 'পোল্ড']
['পর্তুগাল', 'পর্তুগিজ', 'পর্তুগীজ', 'পর্তুগিজের', 'পর্তুগীজদের', 'পর্তুগালের', 'পর্তুগিজরা', 'পর্তুগালকে', 'পর্তুগিজদের', 'পর্তুগীজরা']
['রাশিয়ান', 'রাশিয়ার', 'রাশিয়ান', 'রাশিয়ার', 'রাশিয়াই', 'রাশিয়াও', 'রাশিয়া', 'রাশিয়ানদের', 'রাশিয়ানরা', 'রাশিয়া']
['স্লোভাকিয়ার', 'স্লোভাকিয়ার', 'স্লোভাকিয়া', 'স্লোভাকিয়া', 'স্লোভাকীয়', 'স্লোভেনিয়ান', 'স্লোভেনীয়', 'স্লোভাকিয়ায়', 'স্লোভাক', 'স্লোভেনিয়ার']
['স্পেন', 'স্পেনের', 'স্পেনও', 'স্পেনেই', 'স্পেনকে', 'স্প্যান', 'স্পেনেরই', 'স্পেনিশ', 'স্প্যানের', 'স্পেনে']
['সুইডেন', 'সুইডেনের', 'সুইডিশ', 'সুইডেনে', 'সুইডীয়', 'সুইডেনও', 'সুইডেনভিত্তিক', 'সুইডিশদের', 'সুইসরা', 'সুইডিস']
